MJD,g,gerr,r,rerr
58361.4,17.51,0.04,NaN,NaN
58364.4,17.46,0.05,NaN,NaN
58367.4,17.49,0.04,NaN,NaN
58370.4,17.61,0.04,NaN,NaN
58373.4,17.7,0.04,NaN,NaN
58376.5,17.81,0.04,NaN,NaN
58379.5,17.96,0.07,NaN,NaN
58385.4,18.24,0.08,NaN,NaN
58385.5,18.1,0.06,NaN,NaN
58388.5,NaN,NaN,17.83,0.06
58390.4,18.48,0.07,NaN,NaN
58397.4,18.7,0.07,17.99,0.05
58423.3,NaN,NaN,18.44,0.06
58424.3,NaN,NaN,18.42,0.12
58425.3,NaN,NaN,18.47,0.08
58425.4,19.39,0.11,NaN,NaN
58428.3,19.54,0.13,18.49,0.07
58431.2,19.35,0.18,NaN,NaN
58431.3,NaN,NaN,18.49,0.08
58434.3,19.76,0.19,18.51,0.08
58437.3,NaN,NaN,18.56,0.06
58437.4,19.86,0.16,NaN,NaN
58441.4,NaN,NaN,18.59,0.11
58447.4,NaN,NaN,18.96,0.16
58455.3,NaN,NaN,19.3,0.1
58456.2,NaN,NaN,19.48,0.14
58457.2,NaN,NaN,19.35,0.12
58465.3,NaN,NaN,19.84,0.15
58468.3,NaN,NaN,19.92,0.16
58480.3,NaN,NaN,19.83,0.16
58483.1,NaN,NaN,20.07,0.18
