MJD,g,gerr,r,rerr
58693.5,19.52,0.11,19.71,0.11
58696.4,19.24,0.12,NaN,NaN
58696.5,NaN,NaN,19.3,0.08
58699.5,19.05,0.09,19.25,0.09
58700.5,19.17,0.09,NaN,NaN
58703.5,19.2,0.11,19.15,0.07
58704.5,NaN,NaN,19.19,0.1
58706.5,19.13,0.1,19.07,0.1
58708.4,19.06,0.1,NaN,NaN
58709.4,NaN,NaN,19.09,0.1
58709.5,19.16,0.13,NaN,NaN
58712.4,NaN,NaN,18.97,0.12
58716.5,NaN,NaN,19.02,0.12
58718.4,19.3,0.14,NaN,NaN
58719.4,NaN,NaN,19.03,0.1
58719.5,19.31,0.13,NaN,NaN
58722.4,19.48,0.11,NaN,NaN
58725.4,19.58,0.1,NaN,NaN
58725.5,NaN,NaN,18.99,0.08
58730.4,NaN,NaN,19.05,0.08
58730.5,19.73,0.14,NaN,NaN
58733.4,19.8,0.15,19.12,0.08
58736.4,NaN,NaN,19.13,0.07
58736.5,19.82,0.16,NaN,NaN
58739.4,NaN,NaN,19.01,0.12
58747.4,NaN,NaN,18.98,0.09
58750.3,NaN,NaN,19.05,0.1
58750.4,19.92,0.21,NaN,NaN
58757.3,NaN,NaN,19.2,0.1
58757.4,20.16,0.21,NaN,NaN
58760.3,NaN,NaN,19.17,0.07
58760.4,20.03,0.17,NaN,NaN
58763.4,20.14,0.18,19.16,0.09
58764.2,20.18,0.3,NaN,NaN
58765.1,NaN,NaN,19.08,0.16
58766.1,NaN,NaN,19.04,0.22
58774.1,NaN,NaN,19.33,0.17
58775.1,NaN,NaN,19.24,0.13
58776.1,NaN,NaN,19.33,0.15
58776.2,20.66,0.25,NaN,NaN
58777.1,NaN,NaN,19.21,0.11
58778.1,NaN,NaN,19.34,0.09
58778.2,20.32,0.21,NaN,NaN
58779.1,NaN,NaN,19.15,0.13
58779.2,20.57,0.28,NaN,NaN
58781.1,NaN,NaN,19.3,0.14
58782.1,NaN,NaN,19.26,0.09
58783.1,NaN,NaN,19.35,0.12
58783.2,20.57,0.24,NaN,NaN
58785.1,NaN,NaN,19.45,0.12
58785.2,20.44,0.24,NaN,NaN
58786.1,NaN,NaN,19.38,0.11
58786.2,20.42,0.23,NaN,NaN
58787.1,NaN,NaN,19.26,0.19
58788.1,NaN,NaN,19.43,0.17
58788.2,20.17,0.25,NaN,NaN
58789.1,NaN,NaN,19.4,0.14
58790.2,NaN,NaN,19.43,0.11
58793.2,20.19,0.28,NaN,NaN
58800.3,NaN,NaN,19.67,0.22
58803.3,NaN,NaN,19.49,0.14
58806.2,NaN,NaN,19.67,0.13
58811.2,NaN,NaN,19.86,0.15
58812.2,NaN,NaN,19.81,0.14
