MJD,g,gerr,r,rerr
59121.4,17.95,0.07,NaN,NaN
59122.5,NaN,NaN,18.04,0.06
59124.4,NaN,NaN,17.82,0.08
59124.5,17.82,0.06,17.85,0.07
59126.4,NaN,NaN,17.76,0.07
59126.5,17.75,0.07,17.83,0.07
59128.4,17.81,0.07,NaN,NaN
59128.5,NaN,NaN,17.73,0.05
59130.5,17.75,0.06,17.72,0.05
59135.4,17.83,0.07,NaN,NaN
59135.5,NaN,NaN,17.68,0.05
59137.4,17.86,0.04,NaN,NaN
59137.5,NaN,NaN,17.71,0.04
59139.4,17.91,0.07,NaN,NaN
59139.5,NaN,NaN,17.7,0.05
59141.5,17.96,0.06,17.7,0.05
59143.4,18.01,0.07,NaN,NaN
59143.5,NaN,NaN,17.64,0.06
59145.5,18.09,0.05,17.67,0.05
59149.4,NaN,NaN,17.76,0.06
59149.5,18.25,0.07,NaN,NaN
59151.5,18.34,0.07,17.71,0.05
59153.5,NaN,NaN,17.8,0.06
59155.4,18.44,0.08,17.83,0.05
59157.4,18.54,0.09,NaN,NaN
59157.5,NaN,NaN,17.74,0.05
59163.5,NaN,NaN,17.81,0.05
59165.4,18.66,0.1,17.83,0.05
59167.5,18.67,0.08,17.83,0.06
59169.5,NaN,NaN,17.86,0.06
59171.4,18.76,0.1,NaN,NaN
59171.5,NaN,NaN,17.85,0.05
59176.4,18.88,0.08,17.92,0.06
59179.4,NaN,NaN,17.93,0.07
59179.5,18.81,0.1,NaN,NaN
59181.4,NaN,NaN,17.92,0.05
59181.5,18.82,0.1,NaN,NaN
59185.4,NaN,NaN,17.94,0.06
59187.4,19.04,0.13,17.89,0.08
59189.3,NaN,NaN,17.95,0.07
59192.4,NaN,NaN,17.85,0.07
59194.4,18.99,0.15,17.94,0.08
59196.4,NaN,NaN,17.89,0.06
59199.4,19.12,0.1,17.84,0.05
59202.4,19.15,0.13,17.89,0.06
59204.4,19.15,0.09,17.92,0.06
59206.4,19.19,0.19,18.03,0.09
59215.3,NaN,NaN,18.08,0.13
59217.4,NaN,NaN,17.93,0.06
59219.3,19.16,0.12,18.08,0.06
59221.3,19.27,0.13,18.08,0.06
59223.3,19.24,0.11,18.2,0.06
59225.2,19.51,0.13,NaN,NaN
59225.3,NaN,NaN,18.07,0.07
59227.3,NaN,NaN,18.14,0.08
59229.3,19.13,0.14,18.02,0.11
59231.2,19.45,0.13,NaN,NaN
59231.3,NaN,NaN,18.15,0.09
59233.3,NaN,NaN,18.21,0.05
59233.4,19.58,0.16,NaN,NaN
59249.3,NaN,NaN,18.53,0.09
