MJD,g,gerr,r,rerr
58788.3,NaN,NaN,18.21,0.06
58788.4,18.08,0.08,NaN,NaN
58789.3,NaN,NaN,17.89,0.05
58789.4,17.79,0.05,NaN,NaN
58790.2,17.67,0.06,17.66,0.06
58790.3,17.68,0.06,NaN,NaN
58791.2,17.64,0.07,17.52,0.06
58791.3,17.63,0.05,NaN,NaN
58791.4,NaN,NaN,17.53,0.04
58792.2,17.58,0.05,17.47,0.05
58792.4,NaN,NaN,17.44,0.05
58793.2,17.6,0.07,17.4,0.05
58793.4,NaN,NaN,17.39,0.06
58794.2,17.56,0.05,17.38,0.05
58794.3,17.55,0.06,17.37,0.05
58795.2,17.55,0.08,17.39,0.05
58795.3,17.54,0.06,17.39,0.05
58796.2,17.55,0.07,17.38,0.04
58796.3,NaN,NaN,17.37,0.05
58797.2,17.61,0.08,NaN,NaN
58797.3,17.57,0.07,17.36,0.05
58798.2,17.62,0.08,17.36,0.04
58799.3,NaN,NaN,17.38,0.05
58800.2,17.65,0.08,NaN,NaN
58800.3,NaN,NaN,17.41,0.06
58801.2,17.71,0.1,NaN,NaN
58801.3,NaN,NaN,17.37,0.05
58802.2,17.68,0.06,NaN,NaN
58803.3,NaN,NaN,17.4,0.05
58804.2,NaN,NaN,17.45,0.04
58805.2,17.75,0.06,17.41,0.03
58805.3,NaN,NaN,17.41,0.04
58806.2,17.76,0.08,17.41,0.04
58811.2,17.84,0.07,17.4,0.05
58812.2,17.9,0.06,17.39,0.04
58813.2,17.97,0.11,NaN,NaN
58814.2,17.9,0.16,17.42,0.07
58819.2,18.08,0.08,NaN,NaN
58819.3,NaN,NaN,17.47,0.1
58820.2,18.06,0.09,NaN,NaN
58828.1,18.11,0.08,NaN,NaN
58828.3,NaN,NaN,17.47,0.14
58829.1,18.05,0.11,NaN,NaN
58829.2,NaN,NaN,17.4,0.2
58829.3,NaN,NaN,17.88,0.21
58830.1,18.18,0.09,NaN,NaN
58830.2,18.16,0.08,17.53,0.06
58830.3,NaN,NaN,17.5,0.06
58831.1,18.21,0.13,17.51,0.05
58831.2,18.24,0.08,NaN,NaN
58833.1,NaN,NaN,17.48,0.05
58833.3,NaN,NaN,17.53,0.04
58836.1,18.32,0.06,17.53,0.03
58837.1,18.3,0.05,NaN,NaN
58846.1,NaN,NaN,17.54,0.03
58849.1,18.4,0.06,NaN,NaN
58849.2,18.33,0.05,17.54,0.03
58850.1,NaN,NaN,17.55,0.04
58850.2,18.39,0.06,NaN,NaN
58851.1,18.46,0.13,NaN,NaN
58852.1,18.45,0.08,NaN,NaN
58852.2,NaN,NaN,17.57,0.03
58854.1,NaN,NaN,17.52,0.05
58855.2,NaN,NaN,17.53,0.03
58859.1,18.27,0.12,NaN,NaN
58859.2,NaN,NaN,17.54,0.06
58860.2,NaN,NaN,17.52,0.04
58861.2,NaN,NaN,17.54,0.04
58862.1,18.32,0.07,NaN,NaN
58864.1,18.35,0.08,NaN,NaN
58867.1,18.38,0.24,17.4,0.07
58871.2,18.39,0.11,NaN,NaN
58874.1,NaN,NaN,17.58,0.05
58877.1,NaN,NaN,17.56,0.05
58877.2,18.39,0.09,NaN,NaN
58879.1,18.42,0.11,17.56,0.04
58880.1,18.47,0.08,NaN,NaN
58880.2,NaN,NaN,17.57,0.05
58881.1,NaN,NaN,17.56,0.04
58882.1,18.43,0.11,NaN,NaN
58882.2,NaN,NaN,17.58,0.05
58884.1,18.65,0.14,NaN,NaN
58884.2,NaN,NaN,17.64,0.06
58887.1,NaN,NaN,17.62,0.06
58887.2,18.53,0.12,NaN,NaN
58890.2,18.73,0.21,17.69,0.05
58893.2,18.64,0.09,NaN,NaN
58896.1,NaN,NaN,17.8,0.05
58896.2,18.73,0.12,NaN,NaN
58899.1,NaN,NaN,17.88,0.05
58899.2,18.93,0.13,NaN,NaN
58904.1,19.15,0.14,NaN,NaN
58904.2,NaN,NaN,18.07,0.06
59044.5,NaN,NaN,20.37,0.22
59047.4,NaN,NaN,20.3,0.22
59050.5,NaN,NaN,20.34,0.2
59053.5,NaN,NaN,20.57,0.2
59056.5,NaN,NaN,20.27,0.16
59060.4,NaN,NaN,20.43,0.2
