MJD,g,gerr,r,rerr
58364.4,18.77,0.11,18.99,0.07
58367.4,18.37,0.07,18.44,0.07
58370.4,18.36,0.06,18.34,0.06
58373.4,18.45,0.06,NaN,NaN
58373.5,NaN,NaN,18.34,0.06
58376.4,18.59,0.06,NaN,NaN
58379.4,18.71,0.07,18.51,0.08
58382.4,18.83,0.06,NaN,NaN
58382.5,NaN,NaN,18.64,0.05
58385.3,NaN,NaN,18.58,0.08
58385.4,18.87,0.11,NaN,NaN
58388.3,NaN,NaN,18.68,0.08
58397.4,19.17,0.09,18.73,0.06
58422.3,NaN,NaN,18.89,0.08
58425.3,19.8,0.14,18.97,0.09
58428.2,20.02,0.16,NaN,NaN
58428.3,NaN,NaN,19.02,0.09
58431.2,20.12,0.25,19.14,0.17
58434.2,NaN,NaN,19.15,0.11
58434.3,19.99,0.24,NaN,NaN
58437.2,20.34,0.28,NaN,NaN
58437.3,NaN,NaN,19.29,0.08
58441.3,NaN,NaN,19.19,0.14
58447.4,NaN,NaN,19.74,0.18
58455.3,NaN,NaN,19.99,0.16
58461.3,NaN,NaN,20.09,0.17
58464.3,NaN,NaN,20.32,0.23
58486.1,NaN,NaN,20.45,0.26
58490.2,NaN,NaN,20.43,0.18
