MJD,g,gerr,r,rerr
58596.2,18.55,0.1,NaN,NaN
58601.2,18.36,0.06,NaN,NaN
58607.2,NaN,NaN,18.4,0.07
58617.2,18.91,0.16,18.59,0.11
58634.2,19.38,0.14,18.64,0.07
58637.2,19.34,0.13,18.62,0.07
58640.2,19.3,0.17,18.61,0.07
58643.2,19.31,0.18,18.63,0.09
58647.2,NaN,NaN,18.48,0.11
58654.2,NaN,NaN,18.65,0.09
58662.2,19.72,0.19,18.61,0.11
58669.2,19.53,0.13,18.68,0.09
