MJD,g,gerr,r,rerr
59178.2,18.89,0.12,NaN,NaN
59179.1,NaN,NaN,19.03,0.12
59179.2,18.77,0.1,NaN,NaN
59180.1,NaN,NaN,18.75,0.19
59181.1,NaN,NaN,18.8,0.14
59181.2,18.68,0.12,NaN,NaN
59182.1,18.74,0.13,18.82,0.13
59183.1,18.68,0.13,18.82,0.14
59184.1,NaN,NaN,18.66,0.08
59184.2,18.7,0.1,NaN,NaN
59185.1,18.7,0.08,NaN,NaN
59185.2,NaN,NaN,18.72,0.09
59186.1,NaN,NaN,18.68,0.1
59187.1,18.74,0.07,NaN,NaN
59188.1,18.68,0.09,18.61,0.09
59189.1,18.71,0.08,NaN,NaN
59190.2,18.66,0.16,NaN,NaN
59192.2,18.59,0.23,NaN,NaN
59193.1,NaN,NaN,18.53,0.12
59193.2,18.75,0.13,NaN,NaN
59194.1,NaN,NaN,18.59,0.07
59194.2,18.79,0.11,NaN,NaN
59195.1,NaN,NaN,18.61,0.09
59195.2,18.77,0.08,NaN,NaN
59197.1,18.88,0.16,NaN,NaN
59197.2,NaN,NaN,18.66,0.24
59199.1,NaN,NaN,18.61,0.09
59200.1,NaN,NaN,18.51,0.15
59200.2,18.97,0.13,NaN,NaN
59202.1,NaN,NaN,18.55,0.07
59202.2,18.91,0.13,NaN,NaN
59204.1,19.18,0.16,NaN,NaN
59204.2,18.93,0.18,18.62,0.12
59210.1,NaN,NaN,18.64,0.09
59215.1,19.43,0.13,NaN,NaN
59219.1,19.49,0.12,18.67,0.09
59221.2,19.37,0.23,NaN,NaN
59223.1,19.54,0.13,18.79,0.09
59225.1,19.64,0.26,NaN,NaN
59227.1,19.57,0.16,18.67,0.12
59229.1,NaN,NaN,18.63,0.14
