MJD,g,gerr,r,rerr
58819.2,16.92,0.04,NaN,NaN
58819.3,NaN,NaN,17.19,0.05
58820.2,16.91,0.06,NaN,NaN
58828.1,16.97,0.05,NaN,NaN
58829.1,17.05,0.04,NaN,NaN
58829.2,NaN,NaN,17.16,0.17
58830.1,17.05,0.03,NaN,NaN
58830.2,17.07,0.05,16.99,0.04
58830.3,NaN,NaN,16.96,0.04
58831.1,17.08,0.04,16.97,0.04
58831.2,17.06,0.04,NaN,NaN
58833.1,NaN,NaN,17.04,0.04
58833.3,NaN,NaN,17.04,0.04
58836.1,17.33,0.04,17.13,0.04
58837.1,17.37,0.04,NaN,NaN
58839.1,17.08,0.18,17.16,0.13
58846.1,NaN,NaN,17.43,0.04
58849.1,17.98,0.06,17.5,0.06
58849.2,17.96,0.06,17.53,0.05
58850.1,NaN,NaN,17.59,0.06
58850.2,17.97,0.05,NaN,NaN
58851.1,18.08,0.09,NaN,NaN
58852.1,18.08,0.07,NaN,NaN
58852.2,NaN,NaN,17.54,0.05
58854.1,NaN,NaN,17.6,0.06
58855.2,18.12,0.07,17.62,0.06
58859.1,18.32,0.08,NaN,NaN
58859.2,NaN,NaN,17.7,0.06
58860.2,NaN,NaN,17.66,0.05
58861.2,NaN,NaN,17.7,0.06
58862.1,18.4,0.06,NaN,NaN
58864.1,18.43,0.06,NaN,NaN
58867.1,NaN,NaN,17.79,0.1
58871.2,18.72,0.09,NaN,NaN
58874.1,NaN,NaN,17.91,0.05
58877.1,NaN,NaN,18.01,0.05
58877.2,18.99,0.1,NaN,NaN
58879.1,19.07,0.13,18.05,0.06
58880.1,19.11,0.11,NaN,NaN
58880.2,NaN,NaN,18.05,0.07
58881.1,NaN,NaN,18.12,0.06
58882.1,19.34,0.14,NaN,NaN
58882.2,NaN,NaN,18.19,0.1
58884.2,NaN,NaN,18.33,0.12
58887.1,NaN,NaN,18.55,0.09
58887.2,19.61,0.24,NaN,NaN
58890.2,NaN,NaN,18.84,0.13
58893.2,20.33,0.21,NaN,NaN
58896.1,NaN,NaN,19.14,0.12
58896.2,20.37,0.2,NaN,NaN
58899.1,NaN,NaN,19.21,0.09
58899.2,20.48,0.27,NaN,NaN
58904.2,NaN,NaN,19.26,0.15
