MJD,g,gerr,r,rerr
58785.2,18.32,0.07,NaN,NaN
58788.2,18.25,0.08,18.37,0.08
58790.2,NaN,NaN,18.31,0.07
58791.3,18.19,0.08,18.32,0.08
58794.2,18.28,0.08,NaN,NaN
58794.3,NaN,NaN,18.21,0.07
58798.2,18.46,0.12,18.28,0.11
58801.2,18.73,0.12,NaN,NaN
58805.2,NaN,NaN,18.57,0.09
58811.2,18.97,0.11,18.66,0.09
58814.2,NaN,NaN,18.81,0.28
58828.1,19.4,0.26,NaN,NaN
58831.1,NaN,NaN,18.9,0.11
58835.1,NaN,NaN,18.74,0.24
58859.2,NaN,NaN,19.35,0.2
58863.1,NaN,NaN,19.37,0.14
