MJD,g,gerr,r,rerr
59175.5,18.2,0.08,18.56,0.19
59179.5,16.84,0.03,NaN,NaN
59181.5,16.83,0.03,16.95,0.03
59183.5,NaN,NaN,16.94,0.06
59185.5,16.95,0.04,16.97,0.03
59187.4,17.02,0.04,NaN,NaN
59193.4,17.31,0.04,NaN,NaN
59193.5,NaN,NaN,17.21,0.03
59195.5,NaN,NaN,17.23,0.05
59198.4,17.47,0.05,17.29,0.03
59200.4,17.54,0.06,NaN,NaN
59200.5,NaN,NaN,17.34,0.05
59203.4,17.69,0.05,17.36,0.04
59205.4,17.76,0.04,NaN,NaN
59217.4,17.97,0.06,17.49,0.04
59219.3,NaN,NaN,17.51,0.04
59219.4,18.05,0.06,NaN,NaN
59221.3,18.1,0.07,NaN,NaN
59221.4,NaN,NaN,17.52,0.04
59223.3,18.11,0.06,NaN,NaN
59223.5,NaN,NaN,17.5,0.04
59225.5,18.13,0.05,NaN,NaN
59227.4,18.15,0.06,NaN,NaN
59229.3,18.19,0.06,NaN,NaN
59229.4,NaN,NaN,17.45,0.06
59231.4,NaN,NaN,17.47,0.04
59248.3,19.19,0.09,NaN,NaN
59248.4,NaN,NaN,17.99,0.05
59250.3,19.28,0.1,NaN,NaN
59250.4,NaN,NaN,18.09,0.06
59252.3,19.37,0.13,18.22,0.06
59254.3,19.57,0.1,NaN,NaN
59254.4,NaN,NaN,18.31,0.06
59256.2,NaN,NaN,18.44,0.05
59256.3,19.55,0.13,NaN,NaN
59260.3,19.64,0.19,NaN,NaN
59260.4,NaN,NaN,18.51,0.07
59263.2,NaN,NaN,18.61,0.14
59263.3,19.85,0.18,NaN,NaN
59265.3,NaN,NaN,18.56,0.07
59265.4,19.87,0.17,NaN,NaN
59267.3,19.93,0.25,18.6,0.1
59269.3,19.86,0.27,18.51,0.12
59272.3,NaN,NaN,18.68,0.13
59274.4,NaN,NaN,18.84,0.18
59276.2,19.96,0.14,NaN,NaN
59276.3,NaN,NaN,18.71,0.08
59280.2,19.99,0.13,NaN,NaN
59280.3,NaN,NaN,18.84,0.07
59290.3,20.24,0.17,NaN,NaN
59292.2,NaN,NaN,18.89,0.06
59292.3,20.24,0.15,NaN,NaN
59294.2,20.25,0.24,18.97,0.11
59303.3,NaN,NaN,19.0,0.14
59306.2,NaN,NaN,19.04,0.09
59308.2,20.41,0.2,19.12,0.08
59310.2,20.34,0.23,19.12,0.09
59312.3,NaN,NaN,19.15,0.11
59314.2,20.65,0.24,19.15,0.08
59316.2,20.49,0.2,19.2,0.09
59319.2,20.35,0.29,19.31,0.1
59321.2,20.49,0.29,19.2,0.1
59323.2,20.36,0.28,19.24,0.11
59334.3,NaN,NaN,19.34,0.13
59336.2,NaN,NaN,19.36,0.12
59338.2,20.48,0.18,19.48,0.14
59340.2,20.63,0.27,19.56,0.11
59342.3,NaN,NaN,19.45,0.14
59344.2,NaN,NaN,19.51,0.12
59346.2,NaN,NaN,19.54,0.13
59350.2,NaN,NaN,19.64,0.17
59354.2,NaN,NaN,19.5,0.21
