MJD,g,gerr,r,rerr
58872.4,18.73,0.1,NaN,NaN
58872.6,NaN,NaN,18.39,0.08
58875.5,18.66,0.09,18.33,0.07
58878.5,18.71,0.11,NaN,NaN
58878.6,NaN,NaN,18.4,0.1
58881.5,18.85,0.1,18.43,0.08
58884.5,18.84,0.1,18.6,0.09
58887.5,19.07,0.12,18.5,0.09
58890.5,NaN,NaN,18.54,0.14
58893.5,19.19,0.17,NaN,NaN
58895.5,NaN,NaN,18.57,0.1
58898.4,19.42,0.11,NaN,NaN
58898.5,NaN,NaN,18.64,0.08
58903.5,NaN,NaN,18.66,0.07
58906.5,19.45,0.19,18.66,0.11
58911.4,19.82,0.18,NaN,NaN
58911.5,NaN,NaN,18.69,0.12
58914.5,NaN,NaN,18.81,0.08
58936.4,NaN,NaN,19.01,0.11
58936.5,20.24,0.24,NaN,NaN
58941.4,NaN,NaN,18.94,0.1
58943.5,NaN,NaN,19.16,0.11
58944.4,NaN,NaN,18.92,0.12
58954.5,NaN,NaN,19.21,0.15
58955.4,NaN,NaN,19.26,0.14
58961.4,NaN,NaN,19.46,0.14
58962.3,NaN,NaN,19.26,0.12
58964.3,NaN,NaN,19.54,0.14
58965.3,NaN,NaN,19.31,0.14
58966.4,NaN,NaN,19.58,0.12
58970.4,NaN,NaN,19.96,0.18
58971.4,NaN,NaN,19.7,0.2
