MJD,g,gerr,r,rerr
58596.3,NaN,NaN,18.72,0.1
58600.2,18.18,0.07,NaN,NaN
58600.3,NaN,NaN,18.29,0.06
58607.2,NaN,NaN,18.14,0.06
58607.3,18.15,0.07,NaN,NaN
58612.2,18.15,0.07,18.05,0.06
58634.2,18.86,0.12,18.26,0.06
58637.2,18.9,0.09,18.22,0.06
58640.2,18.95,0.14,18.28,0.07
58643.2,19.09,0.14,18.3,0.07
58647.2,NaN,NaN,18.38,0.11
58650.2,19.08,0.22,NaN,NaN
58653.2,19.11,0.26,18.37,0.07
58662.2,19.4,0.18,18.49,0.09
58669.2,NaN,NaN,18.5,0.1
58676.2,NaN,NaN,18.63,0.11
