MJD,g,gerr,r,rerr
58481.3,17.35,0.04,17.41,0.05
58487.2,17.35,0.04,NaN,NaN
58491.2,17.43,0.05,17.32,0.05
58495.2,17.5,0.06,NaN,NaN
58503.2,17.63,0.05,17.35,0.04
58506.2,NaN,NaN,17.32,0.05
58509.2,17.84,0.06,NaN,NaN
58514.2,17.83,0.06,NaN,NaN
58534.2,17.98,0.09,NaN,NaN
58539.2,NaN,NaN,17.43,0.06
58711.4,NaN,NaN,19.82,0.26
58724.5,NaN,NaN,20.06,0.2
58732.5,NaN,NaN,20.42,0.22
58735.5,NaN,NaN,20.31,0.18
58738.5,NaN,NaN,19.99,0.21
