MJD,g,gerr,r,rerr
59135.4,18.48,0.07,NaN,NaN
59135.5,NaN,NaN,18.6,0.06
59137.5,18.4,0.06,18.48,0.06
59139.4,18.39,0.09,NaN,NaN
59139.5,NaN,NaN,18.37,0.07
59141.5,18.4,0.06,18.4,0.05
59143.5,18.44,0.06,18.32,0.06
59145.5,18.44,0.08,18.34,0.06
59149.5,18.52,0.07,NaN,NaN
59150.4,18.57,0.08,NaN,NaN
59150.5,NaN,NaN,18.29,0.05
59152.5,18.61,0.09,18.26,0.07
59155.5,18.71,0.11,NaN,NaN
59157.5,18.76,0.12,NaN,NaN
59163.4,18.92,0.09,NaN,NaN
59163.5,NaN,NaN,18.23,0.07
59165.4,18.93,0.09,NaN,NaN
59165.5,NaN,NaN,18.36,0.06
59168.4,NaN,NaN,18.41,0.07
59168.5,18.94,0.08,NaN,NaN
59170.4,19.01,0.09,NaN,NaN
59170.5,NaN,NaN,18.26,0.05
59173.4,19.01,0.07,18.18,0.19
59175.4,19.09,0.18,NaN,NaN
59175.5,NaN,NaN,18.28,0.06
59180.5,19.04,0.12,18.31,0.1
59182.5,NaN,NaN,18.33,0.07
59182.6,19.09,0.13,NaN,NaN
59185.4,19.18,0.18,18.19,0.08
59189.4,NaN,NaN,18.22,0.07
59192.5,NaN,NaN,18.1,0.23
59194.4,19.28,0.17,18.23,0.05
59196.4,19.38,0.17,NaN,NaN
59196.5,NaN,NaN,18.23,0.05
59199.4,19.31,0.1,18.28,0.06
59202.4,NaN,NaN,18.22,0.06
59204.4,NaN,NaN,18.21,0.04
59204.5,19.44,0.1,NaN,NaN
59216.4,19.38,0.18,18.25,0.07
59218.4,NaN,NaN,18.28,0.05
59220.3,19.53,0.12,18.27,0.05
59222.4,19.69,0.14,18.27,0.06
59224.3,NaN,NaN,18.27,0.08
59224.4,19.61,0.17,NaN,NaN
59226.4,19.76,0.15,18.34,0.06
59228.3,19.6,0.14,18.42,0.06
59230.3,NaN,NaN,18.41,0.06
59230.4,19.74,0.17,NaN,NaN
59232.3,NaN,NaN,18.49,0.06
59232.4,19.94,0.12,NaN,NaN
59248.2,NaN,NaN,19.5,0.12
59250.2,NaN,NaN,19.78,0.15
59252.2,NaN,NaN,19.96,0.14
59254.2,NaN,NaN,19.9,0.18
59260.2,NaN,NaN,20.13,0.22
59265.2,NaN,NaN,20.13,0.18
59278.2,NaN,NaN,20.2,0.21
59306.2,NaN,NaN,20.22,0.18
59308.2,NaN,NaN,20.5,0.24
59316.2,NaN,NaN,20.32,0.21
