MJD,g,gerr,r,rerr
58252.4,18.19,0.02,18.51,0.04
58252.5,18.24,0.03,NaN,NaN
58255.4,17.88,0.02,17.97,0.03
58258.4,17.81,0.02,17.84,0.03
58258.5,17.85,0.02,NaN,NaN
58261.4,17.79,0.02,NaN,NaN
58261.5,17.84,0.02,NaN,NaN
58266.3,NaN,NaN,17.87,0.05
58266.4,17.88,0.05,NaN,NaN
58266.5,17.97,0.05,NaN,NaN
58269.3,18.02,0.06,NaN,NaN
58269.4,17.94,0.05,17.77,0.03
58272.4,18.07,0.03,17.81,0.03
58275.4,NaN,NaN,17.84,0.03
58278.3,NaN,NaN,17.92,0.02
58278.4,18.37,0.03,NaN,NaN
58281.4,18.48,0.03,17.92,0.03
58284.3,NaN,NaN,18.02,0.03
58284.4,18.68,0.04,NaN,NaN
58287.3,NaN,NaN,18.1,0.03
58287.4,18.75,0.04,NaN,NaN
58290.4,18.78,0.09,18.19,0.05
58293.3,NaN,NaN,18.19,0.06
58293.4,18.89,0.08,NaN,NaN
58296.3,NaN,NaN,18.16,0.07
58296.4,18.94,0.14,NaN,NaN
58299.4,19.03,0.15,18.32,0.11
58302.3,19.13,0.12,NaN,NaN
58305.3,19.19,0.09,NaN,NaN
58305.4,NaN,NaN,18.31,0.1
58308.3,NaN,NaN,18.32,0.11
58308.4,19.2,0.18,18.31,0.11
58311.3,19.2,0.12,NaN,NaN
58311.4,NaN,NaN,18.41,0.07
58314.4,19.31,0.08,18.4,0.06
58317.4,19.15,0.12,18.5,0.08
58320.4,19.39,0.17,18.46,0.08
58323.2,NaN,NaN,18.55,0.09
58323.3,NaN,NaN,18.64,0.1
58323.4,19.47,0.22,NaN,NaN
58326.3,NaN,NaN,18.55,0.11
58329.3,NaN,NaN,18.59,0.1
58332.2,19.72,0.14,NaN,NaN
58332.3,NaN,NaN,18.74,0.09
58338.2,19.73,0.14,18.78,0.1
58343.3,19.99,0.24,18.85,0.09
58346.3,20.1,0.17,NaN,NaN
58349.2,20.2,0.22,NaN,NaN
58349.3,NaN,NaN,19.11,0.1
58352.3,NaN,NaN,19.15,0.11
58355.3,NaN,NaN,19.22,0.16
58358.2,NaN,NaN,19.56,0.2
58361.2,NaN,NaN,19.89,0.19
