MJD,g,gerr,r,rerr
58975.2,15.4,0.03,16.01,0.04
58978.2,14.52,0.03,14.64,0.04
58981.2,14.44,0.02,14.45,0.03
58986.2,14.62,0.02,NaN,NaN
58986.3,NaN,NaN,14.55,0.03
58992.2,14.73,0.02,14.5,0.02
58995.2,14.84,0.02,14.55,0.02
58998.2,14.94,0.03,14.56,0.03
59005.2,15.13,0.03,NaN,NaN
59009.2,15.17,0.02,NaN,NaN
59014.2,15.28,0.02,NaN,NaN
59017.2,NaN,NaN,14.68,0.03
59020.2,15.38,0.03,14.71,0.04
59023.2,15.44,0.02,NaN,NaN
59033.2,15.87,0.02,14.98,0.02
59037.2,16.27,0.04,NaN,NaN
59176.5,18.93,0.11,NaN,NaN
59176.6,NaN,NaN,17.94,0.08
59180.5,19.2,0.24,NaN,NaN
59180.6,NaN,NaN,17.98,0.12
59184.5,NaN,NaN,18.13,0.07
59188.5,18.89,0.13,18.18,0.08
59194.5,NaN,NaN,18.28,0.07
59194.6,19.13,0.1,NaN,NaN
59198.5,19.07,0.12,18.33,0.08
59200.4,18.94,0.22,NaN,NaN
59200.5,NaN,NaN,18.34,0.12
59203.5,19.13,0.12,18.5,0.09
59216.5,NaN,NaN,18.62,0.12
59221.4,NaN,NaN,18.67,0.1
59221.5,19.18,0.15,NaN,NaN
59223.4,19.25,0.13,NaN,NaN
59223.5,NaN,NaN,18.79,0.11
59225.5,19.31,0.14,NaN,NaN
59227.4,NaN,NaN,18.81,0.08
59227.5,19.39,0.11,NaN,NaN
59229.4,NaN,NaN,18.77,0.13
59231.5,19.5,0.11,18.91,0.08
59249.4,NaN,NaN,19.23,0.16
59251.5,NaN,NaN,19.31,0.1
59253.4,19.88,0.21,NaN,NaN
59253.5,NaN,NaN,19.29,0.1
59255.4,NaN,NaN,19.42,0.11
59257.4,19.65,0.19,NaN,NaN
59262.4,19.69,0.25,19.55,0.12
59264.4,NaN,NaN,19.5,0.1
59266.4,NaN,NaN,19.63,0.22
59268.4,19.96,0.21,19.61,0.16
