MJD,g,gerr,r,rerr
59084.4,17.18,0.05,NaN,NaN
59088.5,17.21,0.04,NaN,NaN
59090.5,NaN,NaN,17.13,0.03
59091.4,17.27,0.04,NaN,NaN
59092.4,17.34,0.05,NaN,NaN
59094.4,NaN,NaN,17.13,0.05
59094.5,17.38,0.05,NaN,NaN
59096.4,NaN,NaN,17.19,0.05
59102.5,NaN,NaN,17.28,0.06
59106.5,17.93,0.1,NaN,NaN
59108.4,17.99,0.09,NaN,NaN
59108.5,NaN,NaN,17.37,0.05
59111.4,18.11,0.06,17.42,0.04
59114.4,18.27,0.08,NaN,NaN
59114.5,NaN,NaN,17.47,0.04
59115.4,NaN,NaN,17.44,0.04
59116.4,NaN,NaN,17.5,0.04
59117.4,NaN,NaN,17.48,0.04
59118.5,18.39,0.06,NaN,NaN
59120.4,18.45,0.09,NaN,NaN
59121.4,18.38,0.09,NaN,NaN
59122.4,18.55,0.13,NaN,NaN
59123.4,18.43,0.11,17.51,0.06
59124.4,NaN,NaN,17.56,0.04
59125.4,18.41,0.11,NaN,NaN
59125.5,NaN,NaN,17.53,0.04
59128.4,NaN,NaN,17.65,0.07
59130.4,18.54,0.08,17.64,0.05
59134.4,NaN,NaN,17.68,0.05
59136.4,18.65,0.07,NaN,NaN
59138.3,NaN,NaN,17.72,0.06
59140.4,18.71,0.1,17.7,0.05
59142.4,18.76,0.07,17.71,0.05
59144.4,18.81,0.07,17.78,0.05
59150.3,NaN,NaN,17.78,0.06
59151.3,18.7,0.14,NaN,NaN
59151.4,NaN,NaN,17.87,0.05
59152.4,NaN,NaN,17.77,0.06
59155.3,NaN,NaN,17.77,0.06
59155.4,18.85,0.11,NaN,NaN
59157.4,18.71,0.1,17.86,0.06
59158.3,18.95,0.15,NaN,NaN
59158.4,NaN,NaN,17.81,0.05
59165.3,18.97,0.1,NaN,NaN
59165.4,NaN,NaN,17.93,0.05
59167.4,NaN,NaN,17.97,0.05
59169.3,19.09,0.09,17.93,0.05
59171.3,19.24,0.12,NaN,NaN
59174.3,NaN,NaN,18.09,0.05
59176.3,NaN,NaN,18.05,0.05
59176.4,19.13,0.1,NaN,NaN
59178.3,NaN,NaN,18.11,0.06
59185.2,NaN,NaN,18.23,0.07
59187.2,NaN,NaN,18.2,0.08
59189.2,NaN,NaN,18.37,0.05
59194.2,NaN,NaN,18.7,0.08
59196.3,NaN,NaN,18.67,0.11
59198.2,NaN,NaN,19.05,0.12
