MJD,g,gerr,r,rerr
59248.3,17.54,0.06,NaN,NaN
59248.4,NaN,NaN,17.26,0.04
59250.3,17.59,0.05,NaN,NaN
59250.4,NaN,NaN,17.25,0.05
59252.2,NaN,NaN,17.27,0.03
59252.4,17.66,0.05,NaN,NaN
59254.3,17.7,0.05,NaN,NaN
59254.4,NaN,NaN,17.26,0.04
59256.3,17.76,0.05,NaN,NaN
59256.4,NaN,NaN,17.26,0.04
59260.3,17.93,0.06,NaN,NaN
59260.4,NaN,NaN,17.26,0.05
59263.4,17.95,0.06,17.3,0.05
59265.3,NaN,NaN,17.29,0.04
59265.4,18.01,0.05,NaN,NaN
59267.3,18.03,0.07,17.32,0.04
59269.3,18.08,0.07,17.33,0.04
59271.3,NaN,NaN,17.34,0.06
59271.4,18.15,0.13,NaN,NaN
59273.2,18.17,0.09,NaN,NaN
59273.3,NaN,NaN,17.36,0.06
59275.2,18.23,0.06,NaN,NaN
59275.3,NaN,NaN,17.36,0.04
59278.2,18.2,0.09,17.4,0.03
59281.2,NaN,NaN,17.33,0.04
59281.3,18.31,0.11,NaN,NaN
59291.2,NaN,NaN,17.41,0.05
59293.2,NaN,NaN,17.41,0.04
59293.3,18.49,0.07,NaN,NaN
59296.3,18.38,0.11,17.42,0.06
59298.3,18.44,0.15,17.32,0.09
59302.2,18.66,0.13,17.41,0.05
59304.2,18.57,0.08,17.46,0.04
59306.3,18.66,0.09,17.48,0.04
59308.2,NaN,NaN,17.47,0.05
59308.3,18.76,0.07,NaN,NaN
59310.2,18.75,0.08,NaN,NaN
59310.3,NaN,NaN,17.52,0.11
59312.2,18.75,0.09,NaN,NaN
59312.3,NaN,NaN,17.52,0.04
59314.2,18.84,0.09,NaN,NaN
59314.3,NaN,NaN,17.55,0.04
59316.3,18.97,0.08,17.6,0.04
59319.2,NaN,NaN,17.64,0.04
59319.3,18.91,0.1,NaN,NaN
59322.2,18.99,0.13,17.68,0.06
59324.2,19.05,0.12,17.71,0.05
59328.2,NaN,NaN,17.9,0.08
59334.2,19.92,0.18,NaN,NaN
59334.3,NaN,NaN,18.31,0.07
59336.2,20.08,0.17,NaN,NaN
59336.4,NaN,NaN,18.47,0.08
59339.3,NaN,NaN,18.76,0.07
59341.2,NaN,NaN,18.88,0.06
59343.2,20.58,0.23,NaN,NaN
59350.2,NaN,NaN,19.1,0.12
59355.2,NaN,NaN,19.27,0.13
