MJD,g,gerr,r,rerr
58480.5,19.32,0.17,NaN,NaN
58480.6,NaN,NaN,19.64,0.24
58486.5,NaN,NaN,18.95,0.09
58486.6,18.85,0.09,NaN,NaN
58491.5,18.76,0.09,NaN,NaN
58494.5,18.77,0.07,NaN,NaN
58494.6,NaN,NaN,18.78,0.07
58502.5,18.88,0.12,NaN,NaN
58502.6,NaN,NaN,18.68,0.09
58508.5,NaN,NaN,18.7,0.1
58508.6,19.25,0.17,NaN,NaN
58511.5,19.31,0.09,NaN,NaN
58526.4,19.83,0.18,NaN,NaN
58526.5,NaN,NaN,18.9,0.14
58538.5,NaN,NaN,18.94,0.12
58547.5,NaN,NaN,19.03,0.11
58556.4,NaN,NaN,19.05,0.12
58559.3,NaN,NaN,19.09,0.14
58567.3,NaN,NaN,19.01,0.11
58572.4,20.35,0.28,19.11,0.18
58575.3,20.43,0.18,NaN,NaN
58575.4,NaN,NaN,19.27,0.12
58580.3,20.51,0.26,19.27,0.14
58583.3,NaN,NaN,19.11,0.13
58586.3,NaN,NaN,19.33,0.12
58596.3,NaN,NaN,19.46,0.13
58606.2,NaN,NaN,19.72,0.13
