MJD,g,gerr,r,rerr
58662.4,15.87,0.03,NaN,NaN
58662.5,NaN,NaN,15.91,0.03
58667.4,16.07,0.04,NaN,NaN
58670.4,16.24,0.03,NaN,NaN
58673.4,NaN,NaN,16.18,0.03
58673.5,16.33,0.04,NaN,NaN
58676.5,NaN,NaN,16.2,0.03
58680.4,NaN,NaN,16.27,0.03
58683.4,NaN,NaN,16.3,0.03
58683.5,16.75,0.04,NaN,NaN
58690.4,NaN,NaN,16.43,0.03
58690.5,16.94,0.04,NaN,NaN
58693.5,17.01,0.05,16.46,0.03
58696.4,17.05,0.05,NaN,NaN
58696.5,NaN,NaN,16.5,0.03
58699.5,NaN,NaN,16.47,0.04
58703.4,NaN,NaN,16.56,0.03
58703.5,17.17,0.04,NaN,NaN
58706.5,17.19,0.05,NaN,NaN
58709.4,NaN,NaN,16.58,0.03
58709.5,17.26,0.05,NaN,NaN
58712.4,NaN,NaN,16.63,0.04
58717.4,17.55,0.06,NaN,NaN
58717.5,NaN,NaN,16.75,0.03
58720.4,NaN,NaN,16.82,0.03
58723.4,18.01,0.07,17.04,0.04
58726.4,18.36,0.09,17.2,0.04
58730.4,NaN,NaN,17.44,0.06
58733.4,NaN,NaN,17.6,0.04
58733.5,18.9,0.09,NaN,NaN
58736.4,NaN,NaN,17.68,0.05
58736.5,18.98,0.11,NaN,NaN
58739.4,NaN,NaN,17.78,0.05
58744.4,NaN,NaN,17.82,0.07
58747.3,19.12,0.14,NaN,NaN
58747.4,NaN,NaN,17.82,0.06
58750.3,NaN,NaN,17.78,0.06
58750.4,19.2,0.13,NaN,NaN
58757.3,NaN,NaN,17.88,0.05
58760.3,NaN,NaN,17.86,0.06
58760.4,19.29,0.13,NaN,NaN
58763.4,19.32,0.11,NaN,NaN
58766.4,19.31,0.18,NaN,NaN
58771.3,NaN,NaN,17.9,0.09
58774.3,NaN,NaN,17.97,0.07
58777.3,NaN,NaN,17.98,0.06
58781.2,19.52,0.22,NaN,NaN
58781.3,NaN,NaN,18.08,0.09
58785.3,19.51,0.16,NaN,NaN
58788.2,19.73,0.2,18.14,0.07
58791.3,19.55,0.17,18.12,0.07
58794.3,NaN,NaN,18.13,0.07
58799.2,NaN,NaN,18.25,0.07
58802.2,19.77,0.22,NaN,NaN
58805.2,NaN,NaN,18.3,0.07
58811.2,19.8,0.23,18.41,0.09
58812.2,NaN,NaN,18.41,0.07
58814.2,19.86,0.3,18.25,0.15
58820.1,NaN,NaN,18.46,0.09
58833.1,NaN,NaN,18.78,0.12
58836.1,19.93,0.18,18.76,0.12
58846.1,NaN,NaN,18.98,0.1
58853.1,NaN,NaN,19.16,0.19
58859.2,NaN,NaN,19.34,0.17
58862.1,20.43,0.26,NaN,NaN
58875.1,NaN,NaN,19.35,0.17
