MJD,g,gerr,r,rerr
58996.3,NaN,NaN,20.39,0.19
58997.3,NaN,NaN,18.94,0.1
58998.3,NaN,NaN,18.46,0.06
58998.4,18.14,0.07,NaN,NaN
58999.2,18.0,0.07,NaN,NaN
58999.3,18.01,0.06,18.25,0.06
59000.3,17.91,0.05,NaN,NaN
59000.4,17.92,0.06,NaN,NaN
59001.3,NaN,NaN,18.04,0.07
59001.4,17.92,0.06,NaN,NaN
59004.2,17.86,0.08,NaN,NaN
59004.3,NaN,NaN,18.0,0.06
59005.2,17.9,0.07,NaN,NaN
59008.3,NaN,NaN,17.9,0.06
59009.3,17.95,0.06,NaN,NaN
59011.3,18.03,0.07,17.93,0.04
59014.2,NaN,NaN,17.97,0.05
59014.3,18.14,0.06,NaN,NaN
59017.3,18.27,0.06,18.05,0.06
59020.2,18.38,0.06,NaN,NaN
59020.3,NaN,NaN,18.16,0.08
59023.2,18.54,0.07,18.27,0.06
59024.2,NaN,NaN,18.29,0.05
59026.2,18.68,0.08,NaN,NaN
59026.3,NaN,NaN,18.32,0.06
59027.2,18.69,0.08,NaN,NaN
59029.2,18.78,0.13,NaN,NaN
59032.2,NaN,NaN,18.48,0.1
59032.4,18.92,0.13,NaN,NaN
59035.3,NaN,NaN,18.42,0.09
59038.2,19.12,0.1,18.58,0.08
59041.2,19.22,0.1,18.61,0.07
59044.2,19.36,0.11,18.63,0.07
59047.2,19.38,0.11,18.64,0.06
59050.2,19.44,0.12,NaN,NaN
59050.3,NaN,NaN,18.68,0.09
59054.2,NaN,NaN,18.76,0.08
59057.2,NaN,NaN,18.79,0.09
59057.3,19.73,0.15,NaN,NaN
59063.2,NaN,NaN,18.91,0.11
59066.2,NaN,NaN,19.04,0.13
59069.2,20.42,0.2,19.24,0.1
59073.2,20.81,0.28,19.45,0.13
59095.2,NaN,NaN,19.87,0.2
