MJD,g,gerr,r,rerr
58724.3,19.59,0.14,20.05,0.16
58725.3,19.24,0.1,19.43,0.16
58726.3,18.97,0.1,19.11,0.09
58727.3,18.86,0.08,19.04,0.11
58730.3,18.76,0.09,18.76,0.09
58732.3,18.8,0.1,18.77,0.09
58733.3,18.74,0.11,18.79,0.1
58734.1,NaN,NaN,18.86,0.1
58734.3,18.73,0.1,18.82,0.1
58735.3,18.76,0.1,18.82,0.11
58736.3,18.79,0.11,NaN,NaN
58737.1,18.78,0.13,NaN,NaN
58737.3,18.75,0.14,18.93,0.15
58738.2,18.9,0.14,18.82,0.11
58739.2,18.88,0.15,18.83,0.12
58740.2,18.85,0.16,18.79,0.12
58741.2,18.99,0.13,18.8,0.1
58743.2,18.86,0.11,18.83,0.09
58744.1,19.0,0.09,NaN,NaN
58744.2,19.01,0.12,18.87,0.09
58745.2,18.94,0.1,18.81,0.09
58746.2,19.02,0.13,18.82,0.1
58747.1,19.15,0.12,NaN,NaN
58747.2,18.98,0.1,18.78,0.09
58748.2,19.04,0.1,18.83,0.11
58749.2,19.06,0.09,18.82,0.1
58750.1,19.18,0.12,NaN,NaN
58750.2,19.06,0.1,18.82,0.11
58751.2,19.15,0.11,18.76,0.09
58754.2,19.26,0.09,18.84,0.08
58758.2,19.31,0.14,18.95,0.13
58759.2,NaN,NaN,18.96,0.12
58760.1,19.43,0.16,NaN,NaN
58760.2,19.45,0.11,18.89,0.09
58761.2,19.48,0.12,18.9,0.11
58762.2,19.38,0.15,18.91,0.12
58763.2,19.48,0.15,18.93,0.12
58764.1,NaN,NaN,18.89,0.11
58764.2,19.47,0.16,NaN,NaN
58765.1,NaN,NaN,18.96,0.12
58766.1,NaN,NaN,18.89,0.13
58766.2,19.48,0.18,NaN,NaN
58767.1,NaN,NaN,18.97,0.14
58768.1,NaN,NaN,18.85,0.14
58768.2,19.49,0.22,NaN,NaN
58769.2,19.47,0.28,NaN,NaN
58770.1,NaN,NaN,18.98,0.17
58772.1,NaN,NaN,18.94,0.14
58772.2,19.63,0.18,NaN,NaN
58773.1,NaN,NaN,19.07,0.12
58773.2,19.63,0.22,NaN,NaN
58774.1,NaN,NaN,18.93,0.12
58774.2,19.73,0.17,NaN,NaN
58775.1,NaN,NaN,18.95,0.12
58775.2,19.7,0.17,NaN,NaN
58776.1,19.67,0.15,18.97,0.11
58776.2,19.59,0.14,NaN,NaN
58777.1,NaN,NaN,18.98,0.12
58778.1,NaN,NaN,18.95,0.1
58778.2,19.66,0.16,NaN,NaN
58779.1,NaN,NaN,19.04,0.11
58779.2,19.58,0.14,NaN,NaN
58781.1,NaN,NaN,19.07,0.17
58782.1,NaN,NaN,19.1,0.11
58783.1,NaN,NaN,19.06,0.12
58785.2,19.72,0.18,NaN,NaN
58786.2,19.48,0.17,19.04,0.14
58787.1,NaN,NaN,18.96,0.17
58787.2,19.73,0.27,NaN,NaN
58788.1,NaN,NaN,19.01,0.16
58788.2,19.73,0.22,NaN,NaN
58789.1,NaN,NaN,19.11,0.14
58789.2,19.91,0.28,NaN,NaN
58790.1,NaN,NaN,18.97,0.13
58791.1,19.75,0.2,18.86,0.1
58792.1,NaN,NaN,19.02,0.14
58793.1,19.76,0.22,19.01,0.16
58794.1,NaN,NaN,19.09,0.14
58795.1,NaN,NaN,18.99,0.14
58796.1,NaN,NaN,19.04,0.13
58797.1,19.7,0.24,19.01,0.16
58801.1,19.66,0.26,NaN,NaN
58805.1,19.81,0.23,19.09,0.22
58811.1,NaN,NaN,18.9,0.15
58812.1,19.82,0.22,NaN,NaN
