MJD,g,gerr,r,rerr
58692.2,19.11,0.1,NaN,NaN
58698.2,NaN,NaN,18.06,0.07
58705.2,NaN,NaN,17.72,0.05
58708.2,17.73,0.07,NaN,NaN
58714.2,17.7,0.06,NaN,NaN
58720.2,17.73,0.06,NaN,NaN
58723.1,NaN,NaN,17.47,0.05
58723.2,17.78,0.06,NaN,NaN
58726.2,17.8,0.07,NaN,NaN
58734.2,17.93,0.09,NaN,NaN
58831.6,19.34,0.29,NaN,NaN
58850.5,NaN,NaN,18.73,0.11
58850.6,19.83,0.19,NaN,NaN
58853.5,19.75,0.14,NaN,NaN
58856.6,19.88,0.14,18.83,0.07
58861.5,NaN,NaN,18.84,0.12
58864.5,19.64,0.22,NaN,NaN
58872.4,20.03,0.22,NaN,NaN
58872.6,NaN,NaN,18.96,0.13
58875.5,20.19,0.23,NaN,NaN
58875.6,NaN,NaN,18.95,0.13
58878.5,20.17,0.23,NaN,NaN
58878.6,NaN,NaN,18.99,0.12
58881.5,20.18,0.19,19.04,0.09
58883.6,NaN,NaN,19.02,0.14
58884.5,20.04,0.3,NaN,NaN
58884.6,NaN,NaN,19.09,0.1
58887.5,NaN,NaN,19.06,0.12
58894.5,NaN,NaN,19.15,0.13
58898.5,NaN,NaN,19.27,0.08
58903.5,20.49,0.26,NaN,NaN
58908.5,NaN,NaN,19.23,0.11
58911.5,20.55,0.27,19.33,0.12
58914.5,NaN,NaN,19.38,0.12
58936.5,NaN,NaN,19.63,0.12
58967.4,NaN,NaN,19.89,0.2
58970.4,NaN,NaN,20.23,0.17
58985.3,NaN,NaN,20.25,0.24
