MJD,g,gerr,r,rerr
58720.4,18.94,0.07,NaN,NaN
58723.4,18.88,0.06,18.91,0.07
58726.3,NaN,NaN,18.81,0.06
58726.4,18.88,0.07,NaN,NaN
58730.3,18.85,0.13,NaN,NaN
58730.4,NaN,NaN,18.78,0.07
58733.4,NaN,NaN,18.86,0.05
58736.4,NaN,NaN,18.72,0.06
58736.5,18.91,0.09,NaN,NaN
58738.2,18.83,0.18,18.96,0.16
58739.2,18.94,0.2,18.85,0.17
58740.2,19.03,0.23,18.75,0.17
58741.2,18.92,0.16,18.67,0.13
58743.2,19.06,0.1,18.65,0.08
58744.2,19.06,0.1,18.73,0.06
58745.2,19.16,0.1,18.81,0.06
58746.2,NaN,NaN,18.86,0.07
58747.2,19.2,0.09,18.8,0.07
58748.2,19.25,0.09,18.76,0.07
58749.2,19.3,0.1,18.8,0.06
58750.2,19.33,0.13,18.71,0.08
58751.2,19.41,0.1,18.79,0.06
58754.2,19.53,0.14,18.82,0.06
58758.2,NaN,NaN,18.86,0.06
58759.2,NaN,NaN,18.92,0.06
58760.2,19.57,0.11,18.92,0.07
58761.2,19.67,0.19,18.88,0.07
58762.2,19.62,0.15,18.91,0.06
58763.2,19.52,0.16,18.98,0.08
58764.4,19.8,0.15,18.96,0.11
58771.3,NaN,NaN,18.92,0.15
58774.2,NaN,NaN,19.05,0.08
58777.2,NaN,NaN,19.04,0.07
58781.2,NaN,NaN,19.04,0.11
58785.2,20.05,0.16,19.04,0.07
58788.2,NaN,NaN,19.11,0.09
58790.2,NaN,NaN,19.1,0.1
58791.1,NaN,NaN,19.06,0.09
58791.2,19.98,0.19,NaN,NaN
58791.3,20.13,0.2,NaN,NaN
58792.2,20.23,0.28,NaN,NaN
58794.1,NaN,NaN,19.17,0.13
58794.2,20.19,0.26,NaN,NaN
58797.1,NaN,NaN,19.07,0.12
58799.2,NaN,NaN,18.93,0.15
58800.3,NaN,NaN,19.21,0.14
58803.2,NaN,NaN,19.27,0.13
58806.2,20.44,0.26,19.26,0.12
58811.1,NaN,NaN,19.36,0.1
58819.1,NaN,NaN,19.15,0.25
58831.1,NaN,NaN,19.84,0.17
