MJD,g,gerr,r,rerr
59219.4,18.5,0.16,NaN,NaN
59220.4,NaN,NaN,18.88,0.3
59222.5,NaN,NaN,18.62,0.11
59224.5,18.57,0.12,18.56,0.11
59226.5,18.62,0.07,18.55,0.1
59228.4,18.62,0.08,NaN,NaN
59228.5,NaN,NaN,18.52,0.07
59230.4,NaN,NaN,18.48,0.08
59230.5,18.66,0.08,NaN,NaN
59232.4,18.75,0.08,NaN,NaN
59232.5,18.8,0.14,18.46,0.06
59249.4,19.25,0.19,18.63,0.13
59251.4,19.19,0.12,18.64,0.09
59253.4,19.32,0.11,18.61,0.07
59255.4,19.36,0.1,18.59,0.08
59257.4,19.28,0.28,NaN,NaN
59262.4,19.32,0.23,18.63,0.08
59264.3,19.22,0.15,NaN,NaN
59264.4,NaN,NaN,18.57,0.12
59266.4,19.2,0.2,18.58,0.15
59268.4,19.58,0.22,NaN,NaN
59270.4,19.59,0.22,NaN,NaN
59272.3,NaN,NaN,18.62,0.18
59272.4,18.86,0.24,NaN,NaN
59275.3,NaN,NaN,18.53,0.11
59276.3,NaN,NaN,18.58,0.12
59278.3,19.67,0.13,NaN,NaN
59278.4,NaN,NaN,18.51,0.1
59280.3,NaN,NaN,18.62,0.1
59280.4,19.5,0.19,NaN,NaN
59281.2,NaN,NaN,18.52,0.09
59290.3,19.6,0.17,18.65,0.12
59291.3,19.61,0.14,18.65,0.08
59292.3,19.7,0.21,18.67,0.1
59293.2,NaN,NaN,18.6,0.08
59294.2,19.61,0.21,NaN,NaN
59294.3,NaN,NaN,18.69,0.12
59296.3,NaN,NaN,18.65,0.13
59298.3,NaN,NaN,18.62,0.2
59302.2,NaN,NaN,18.7,0.14
59304.2,19.59,0.23,NaN,NaN
59304.3,NaN,NaN,18.62,0.14
59305.3,NaN,NaN,18.89,0.13
59307.2,NaN,NaN,18.84,0.08
59307.3,19.71,0.15,NaN,NaN
59309.2,19.65,0.15,18.79,0.11
59311.2,20.02,0.28,18.79,0.16
59313.2,NaN,NaN,18.97,0.14
59315.2,19.67,0.15,18.96,0.12
59317.2,19.93,0.25,NaN,NaN
59321.2,19.97,0.16,NaN,NaN
59321.3,NaN,NaN,19.12,0.1
59323.2,NaN,NaN,19.17,0.11
59323.3,19.99,0.25,NaN,NaN
59325.2,20.11,0.23,19.0,0.12
