MJD,g,gerr,r,rerr
58698.2,NaN,NaN,18.13,0.09
58705.3,18.11,0.1,NaN,NaN
58708.2,18.19,0.08,NaN,NaN
58711.2,18.24,0.07,NaN,NaN
58711.3,NaN,NaN,17.9,0.1
58715.2,18.41,0.08,NaN,NaN
58718.2,18.49,0.07,NaN,NaN
58723.2,18.58,0.09,NaN,NaN
58726.1,NaN,NaN,18.01,0.07
58726.2,18.7,0.11,NaN,NaN
58733.2,18.92,0.1,18.1,0.1
58737.1,19.04,0.15,NaN,NaN
58741.1,19.04,0.15,NaN,NaN
58744.1,19.17,0.13,18.16,0.08
58748.2,18.86,0.19,NaN,NaN
58751.1,NaN,NaN,18.05,0.09
58751.2,19.32,0.25,NaN,NaN
58758.1,19.52,0.15,NaN,NaN
58761.1,NaN,NaN,18.19,0.09
58765.1,NaN,NaN,18.32,0.1
58768.1,NaN,NaN,18.32,0.09
58777.1,19.57,0.21,18.46,0.14
58782.1,NaN,NaN,18.47,0.1
