MJD,g,gerr,r,rerr
58561.3,17.54,0.13,NaN,NaN
58568.4,17.69,0.07,NaN,NaN
58574.4,NaN,NaN,17.36,0.07
58582.3,NaN,NaN,17.27,0.05
58582.4,18.01,0.06,NaN,NaN
58585.3,17.98,0.07,17.25,0.04
58598.3,18.13,0.06,NaN,NaN
58598.4,NaN,NaN,17.24,0.05
58608.3,18.19,0.07,17.15,0.05
58617.3,NaN,NaN,17.26,0.05
58634.2,18.53,0.07,NaN,NaN
58634.3,NaN,NaN,17.33,0.04
58638.2,18.59,0.09,17.37,0.04
58641.2,18.68,0.1,NaN,NaN
58641.3,NaN,NaN,17.4,0.04
58644.2,18.66,0.08,17.45,0.05
58650.2,18.8,0.16,17.59,0.08
58655.2,19.01,0.18,17.63,0.1
58662.2,19.17,0.12,17.78,0.04
58667.2,19.39,0.11,17.94,0.05
58670.2,NaN,NaN,18.09,0.06
58673.2,NaN,NaN,18.35,0.07
58677.2,NaN,NaN,18.99,0.16
