MJD,g,gerr,r,rerr
58900.3,19.22,0.12,NaN,NaN
58903.3,18.61,0.09,NaN,NaN
58903.4,NaN,NaN,18.78,0.08
58904.2,NaN,NaN,18.7,0.08
58904.3,18.58,0.08,NaN,NaN
58905.2,NaN,NaN,18.65,0.09
58905.3,18.54,0.09,NaN,NaN
58906.2,NaN,NaN,18.58,0.09
58906.3,18.5,0.09,NaN,NaN
58909.3,18.68,0.16,18.55,0.07
58911.2,NaN,NaN,18.5,0.1
58911.4,18.61,0.1,NaN,NaN
58912.3,18.6,0.11,NaN,NaN
58912.4,NaN,NaN,18.54,0.07
58913.2,NaN,NaN,18.52,0.07
58913.3,18.58,0.08,NaN,NaN
58914.2,18.69,0.17,NaN,NaN
58914.4,NaN,NaN,18.55,0.1
58915.2,18.78,0.14,NaN,NaN
58915.4,NaN,NaN,18.58,0.09
58936.3,19.12,0.11,NaN,NaN
58939.2,NaN,NaN,18.59,0.08
58939.3,19.04,0.12,NaN,NaN
58944.4,NaN,NaN,18.62,0.15
58954.2,NaN,NaN,18.7,0.08
58954.3,19.22,0.14,NaN,NaN
58962.2,19.26,0.11,NaN,NaN
58962.3,NaN,NaN,18.72,0.07
58965.2,19.27,0.12,NaN,NaN
58965.3,NaN,NaN,18.72,0.08
58968.2,19.24,0.11,18.76,0.07
58968.3,19.23,0.14,NaN,NaN
58970.2,NaN,NaN,18.69,0.08
58971.2,NaN,NaN,18.76,0.09
58971.3,19.27,0.13,NaN,NaN
58974.2,19.18,0.14,18.87,0.1
58977.2,19.12,0.18,NaN,NaN
58980.2,19.4,0.11,18.9,0.07
58985.2,19.5,0.17,NaN,NaN
58991.2,19.71,0.16,NaN,NaN
58995.2,NaN,NaN,19.17,0.09
58998.2,NaN,NaN,19.55,0.12
59004.2,NaN,NaN,19.75,0.26
59009.2,NaN,NaN,20.16,0.26
59020.2,NaN,NaN,20.2,0.21
