MJD,g,gerr,r,rerr
58936.3,18.25,0.07,NaN,NaN
58936.4,NaN,NaN,18.31,0.07
58939.4,18.28,0.08,18.28,0.19
58940.4,18.33,0.08,NaN,NaN
58941.4,18.41,0.09,18.46,0.09
58943.4,18.47,0.08,NaN,NaN
58944.5,18.43,0.12,NaN,NaN
58954.3,NaN,NaN,18.51,0.08
58954.4,18.93,0.09,NaN,NaN
58955.3,18.94,0.08,NaN,NaN
58962.3,19.35,0.12,NaN,NaN
58963.4,19.15,0.09,NaN,NaN
58965.3,NaN,NaN,18.65,0.09
58968.3,19.32,0.1,NaN,NaN
58968.4,NaN,NaN,18.65,0.08
58971.2,NaN,NaN,18.64,0.1
58971.3,19.5,0.17,NaN,NaN
58974.2,19.51,0.23,18.74,0.12
58980.2,19.53,0.12,18.81,0.11
58991.2,NaN,NaN,18.81,0.1
58994.3,NaN,NaN,18.82,0.12
58997.2,NaN,NaN,18.89,0.11
59009.2,NaN,NaN,19.2,0.13
