MJD,g,gerr,r,rerr
59170.4,19.77,0.13,NaN,NaN
59170.5,NaN,NaN,19.89,0.12
59173.4,19.38,0.1,NaN,NaN
59180.5,19.2,0.15,19.26,0.22
59182.5,19.29,0.15,19.38,0.13
59184.4,19.47,0.19,NaN,NaN
59184.5,NaN,NaN,19.18,0.14
59189.4,NaN,NaN,19.28,0.14
59189.5,19.57,0.25,NaN,NaN
59194.4,19.31,0.09,19.08,0.1
59196.4,19.39,0.1,NaN,NaN
59196.5,NaN,NaN,19.1,0.12
59199.4,19.42,0.09,19.04,0.1
59201.4,19.35,0.08,NaN,NaN
59203.4,19.45,0.1,19.07,0.12
59210.4,NaN,NaN,19.18,0.11
59216.4,19.71,0.2,19.14,0.13
59218.4,NaN,NaN,19.11,0.09
59220.3,19.82,0.15,19.05,0.09
59222.3,NaN,NaN,19.11,0.09
59222.4,19.76,0.11,NaN,NaN
59224.3,NaN,NaN,19.09,0.09
59226.3,19.84,0.13,NaN,NaN
59226.4,NaN,NaN,19.17,0.12
59228.3,19.87,0.12,19.09,0.09
59230.3,19.89,0.14,19.06,0.09
59232.4,NaN,NaN,19.14,0.09
59248.2,20.06,0.16,19.18,0.09
59250.3,20.1,0.15,19.17,0.16
59252.2,NaN,NaN,19.14,0.08
59252.3,20.1,0.12,NaN,NaN
59254.2,20.29,0.14,19.19,0.09
59256.2,NaN,NaN,19.22,0.09
59256.3,20.25,0.19,NaN,NaN
59260.2,20.2,0.2,19.27,0.1
59263.2,NaN,NaN,19.2,0.18
59265.2,NaN,NaN,19.23,0.09
59267.2,NaN,NaN,19.4,0.13
59271.2,19.73,0.3,19.55,0.29
59273.2,NaN,NaN,19.43,0.21
59275.2,NaN,NaN,19.52,0.17
59278.2,NaN,NaN,19.47,0.13
59281.2,NaN,NaN,19.56,0.11
59291.2,NaN,NaN,20.25,0.2
