MJD,g,gerr,r,rerr
58450.3,NaN,NaN,18.15,0.15
58450.4,17.83,0.09,NaN,NaN
58456.2,NaN,NaN,17.65,0.04
58457.2,NaN,NaN,17.75,0.06
58462.3,17.77,0.08,NaN,NaN
58465.2,17.84,0.06,17.76,0.05
58468.2,NaN,NaN,17.81,0.05
58474.1,18.08,0.09,NaN,NaN
58474.3,NaN,NaN,17.81,0.06
58481.3,18.36,0.08,17.89,0.06
58482.2,NaN,NaN,17.89,0.06
58483.2,18.46,0.07,NaN,NaN
58487.2,18.55,0.08,17.99,0.05
58490.2,NaN,NaN,17.97,0.04
58493.1,NaN,NaN,17.94,0.06
58493.2,18.69,0.08,NaN,NaN
58494.2,18.67,0.09,NaN,NaN
58503.1,NaN,NaN,17.99,0.07
58506.2,NaN,NaN,18.12,0.07
58509.2,18.9,0.15,NaN,NaN
58514.1,NaN,NaN,18.06,0.05
58523.2,NaN,NaN,18.07,0.04
58540.1,NaN,NaN,18.22,0.05
58557.1,NaN,NaN,18.81,0.17
