MJD,g,gerr,r,rerr
58936.3,18.88,0.1,NaN,NaN
58936.4,NaN,NaN,18.77,0.09
58939.3,18.85,0.13,NaN,NaN
58939.4,NaN,NaN,18.81,0.25
58940.4,18.95,0.11,NaN,NaN
58941.4,18.89,0.11,18.73,0.09
58944.3,NaN,NaN,18.76,0.11
58944.4,19.02,0.17,NaN,NaN
58954.3,19.27,0.13,18.74,0.09
58955.3,19.22,0.1,18.75,0.09
58962.2,19.52,0.14,NaN,NaN
58962.3,NaN,NaN,18.87,0.09
58963.3,19.58,0.12,NaN,NaN
58964.3,NaN,NaN,18.9,0.08
58965.2,19.55,0.14,NaN,NaN
58965.3,NaN,NaN,18.89,0.12
58968.3,19.61,0.15,NaN,NaN
58968.4,NaN,NaN,18.95,0.1
58971.2,NaN,NaN,18.92,0.12
58971.3,19.66,0.14,NaN,NaN
58974.2,19.35,0.22,19.29,0.19
58980.2,NaN,NaN,19.11,0.1
58985.2,20.1,0.19,NaN,NaN
58991.2,20.12,0.2,19.05,0.09
58994.2,20.12,0.2,NaN,NaN
58997.2,19.97,0.19,19.16,0.12
59004.2,19.86,0.26,19.15,0.18
59009.2,NaN,NaN,19.24,0.16
59012.2,NaN,NaN,19.28,0.11
59015.2,NaN,NaN,19.33,0.11
59018.2,20.26,0.17,NaN,NaN
59021.2,NaN,NaN,19.31,0.11
59024.2,20.42,0.23,19.45,0.22
59027.3,NaN,NaN,19.17,0.17
59031.2,NaN,NaN,19.41,0.21
59036.3,NaN,NaN,19.56,0.27
59039.2,NaN,NaN,19.59,0.13
59042.2,NaN,NaN,19.62,0.21
59045.2,NaN,NaN,19.53,0.13
