MJD,g,gerr,r,rerr
58481.3,18.47,0.11,NaN,NaN
58483.2,16.64,0.03,NaN,NaN
58487.1,NaN,NaN,16.48,0.04
58487.2,16.43,0.03,NaN,NaN
58491.1,16.53,0.03,16.45,0.03
58494.2,16.51,0.04,NaN,NaN
58503.2,16.71,0.04,NaN,NaN
58509.2,16.88,0.05,NaN,NaN
58540.1,17.35,0.05,16.69,0.04
58674.4,20.46,0.24,NaN,NaN
58674.5,NaN,NaN,19.13,0.11
58678.4,20.25,0.26,NaN,NaN
58681.5,NaN,NaN,19.19,0.11
58684.5,NaN,NaN,19.19,0.12
58693.5,NaN,NaN,19.28,0.09
58696.4,20.64,0.18,NaN,NaN
58696.5,NaN,NaN,19.29,0.08
58704.5,NaN,NaN,19.28,0.1
58707.4,20.68,0.25,NaN,NaN
58707.5,NaN,NaN,19.45,0.09
58711.4,NaN,NaN,19.47,0.14
58717.5,NaN,NaN,19.5,0.13
58720.4,NaN,NaN,19.55,0.14
58723.4,NaN,NaN,19.59,0.09
58723.5,20.86,0.21,NaN,NaN
58726.4,NaN,NaN,19.7,0.11
58730.4,NaN,NaN,19.7,0.11
58733.4,NaN,NaN,19.73,0.12
58736.5,20.88,0.26,NaN,NaN
58739.4,NaN,NaN,19.69,0.3
58748.4,NaN,NaN,19.89,0.17
58759.4,NaN,NaN,19.97,0.17
58766.5,NaN,NaN,19.82,0.17
