MJD,g,gerr,r,rerr
58612.2,NaN,NaN,19.47,0.11
58612.3,19.26,0.11,NaN,NaN
58616.2,18.93,0.12,18.77,0.11
58618.2,NaN,NaN,18.72,0.11
58619.2,18.7,0.18,NaN,NaN
58628.3,NaN,NaN,18.69,0.06
58633.2,19.04,0.09,18.65,0.09
58636.2,NaN,NaN,18.55,0.07
58636.3,19.18,0.09,NaN,NaN
58639.2,19.27,0.09,NaN,NaN
58642.2,19.35,0.15,18.71,0.08
58645.2,19.39,0.13,NaN,NaN
58645.3,NaN,NaN,18.77,0.09
58648.2,19.32,0.16,18.71,0.09
58651.2,19.46,0.28,18.7,0.11
58654.2,NaN,NaN,18.7,0.08
58654.3,19.46,0.17,NaN,NaN
58657.2,19.51,0.16,NaN,NaN
58657.3,NaN,NaN,18.74,0.08
58660.2,NaN,NaN,18.75,0.09
58663.2,19.51,0.12,18.78,0.09
58667.2,19.59,0.11,18.79,0.08
58670.2,19.62,0.15,18.75,0.08
58676.2,NaN,NaN,18.78,0.1
58679.2,NaN,NaN,18.7,0.08
58682.2,19.67,0.2,18.75,0.12
58685.2,19.63,0.15,NaN,NaN
58692.2,19.69,0.17,18.8,0.13
58701.2,NaN,NaN,18.89,0.23
58724.1,NaN,NaN,19.4,0.21
