MJD,g,gerr,r,rerr
58800.3,NaN,NaN,19.22,0.17
58801.2,18.16,0.08,NaN,NaN
58801.3,NaN,NaN,18.17,0.08
58803.2,NaN,NaN,17.39,0.04
58803.3,NaN,NaN,17.34,0.04
58806.2,NaN,NaN,17.14,0.04
58811.2,17.15,0.05,17.03,0.03
58812.2,NaN,NaN,17.01,0.04
58813.2,17.17,0.04,NaN,NaN
58814.1,17.17,0.11,NaN,NaN
58814.2,NaN,NaN,17.01,0.06
58819.2,17.2,0.06,17.07,0.04
58820.2,17.34,0.07,NaN,NaN
58827.2,NaN,NaN,17.28,0.04
58830.2,17.68,0.06,17.28,0.05
58830.3,NaN,NaN,17.24,0.05
58833.1,17.83,0.06,17.33,0.04
58836.1,NaN,NaN,17.37,0.03
58837.1,NaN,NaN,17.38,0.03
58846.1,NaN,NaN,17.55,0.03
58849.1,18.49,0.05,NaN,NaN
58849.2,NaN,NaN,17.6,0.03
58850.2,18.48,0.05,NaN,NaN
58852.1,18.54,0.08,NaN,NaN
58854.2,NaN,NaN,17.81,0.08
58855.2,18.73,0.1,17.79,0.04
58859.1,18.85,0.14,NaN,NaN
58859.2,NaN,NaN,17.82,0.05
58860.2,NaN,NaN,17.86,0.08
58861.2,NaN,NaN,17.83,0.06
58862.1,18.94,0.08,NaN,NaN
58864.1,19.07,0.11,NaN,NaN
58867.1,19.05,0.16,18.08,0.07
58871.1,NaN,NaN,18.17,0.06
58871.2,19.45,0.15,NaN,NaN
58874.2,19.44,0.14,NaN,NaN
58880.2,NaN,NaN,18.64,0.09
58882.1,20.12,0.25,NaN,NaN
58884.1,NaN,NaN,18.93,0.2
58887.1,NaN,NaN,19.28,0.14
58891.1,NaN,NaN,19.85,0.2
