MJD,g,gerr,r,rerr
58855.3,NaN,NaN,19.64,0.21
58861.3,NaN,NaN,19.19,0.23
58864.2,19.4,0.14,19.29,0.12
58867.3,NaN,NaN,19.29,0.12
58867.4,19.55,0.17,NaN,NaN
58871.2,19.51,0.15,NaN,NaN
58871.3,NaN,NaN,19.42,0.12
58873.2,NaN,NaN,19.31,0.12
58874.3,NaN,NaN,19.37,0.11
58877.2,20.0,0.19,NaN,NaN
58879.3,NaN,NaN,19.5,0.2
58880.2,19.94,0.25,19.43,0.16
58880.3,NaN,NaN,19.49,0.13
58881.3,NaN,NaN,19.39,0.12
58882.2,NaN,NaN,19.57,0.16
58883.2,NaN,NaN,19.22,0.22
58884.2,NaN,NaN,19.39,0.24
58891.3,NaN,NaN,19.57,0.2
58892.3,NaN,NaN,19.63,0.26
58893.3,NaN,NaN,19.7,0.15
58896.2,NaN,NaN,19.88,0.16
58899.2,20.89,0.3,19.84,0.17
58899.3,NaN,NaN,19.82,0.15
58900.2,NaN,NaN,20.05,0.16
58903.2,NaN,NaN,19.82,0.15
58905.2,NaN,NaN,19.83,0.18
58906.2,NaN,NaN,19.84,0.21
58912.2,NaN,NaN,19.88,0.23
