MJD,g,gerr,r,rerr
58657.2,16.75,0.04,NaN,NaN
58657.3,NaN,NaN,17.04,0.04
58660.2,16.48,0.04,16.65,0.05
58663.2,16.41,0.03,16.45,0.03
58666.2,16.41,0.03,16.47,0.05
58669.2,NaN,NaN,16.46,0.04
58672.2,16.5,0.05,16.46,0.04
58675.2,NaN,NaN,16.47,0.05
58675.3,16.59,0.04,NaN,NaN
58678.2,NaN,NaN,16.5,0.04
58678.3,16.7,0.03,NaN,NaN
58681.2,16.8,0.04,16.51,0.03
58684.2,16.89,0.06,16.53,0.04
58689.2,NaN,NaN,16.58,0.04
58692.2,17.17,0.06,16.63,0.04
58698.2,17.38,0.09,16.73,0.05
58701.2,NaN,NaN,16.72,0.05
58705.2,NaN,NaN,16.8,0.04
58708.2,17.59,0.05,NaN,NaN
58712.2,NaN,NaN,16.89,0.04
58714.2,17.6,0.06,NaN,NaN
58715.2,17.68,0.06,NaN,NaN
58718.2,17.73,0.07,16.92,0.05
58720.2,17.73,0.07,NaN,NaN
58723.1,NaN,NaN,16.99,0.05
58723.2,17.78,0.06,NaN,NaN
58726.1,NaN,NaN,16.99,0.04
58726.2,17.79,0.08,NaN,NaN
58734.2,17.98,0.08,NaN,NaN
58846.6,NaN,NaN,19.89,0.19
58850.5,NaN,NaN,19.94,0.24
58853.6,NaN,NaN,19.93,0.16
58856.6,NaN,NaN,19.89,0.19
58859.5,NaN,NaN,19.75,0.24
58872.6,NaN,NaN,20.04,0.21
58875.5,NaN,NaN,20.24,0.19
58878.6,NaN,NaN,19.89,0.25
58881.5,NaN,NaN,20.39,0.2
