MJD,g,gerr,r,rerr
58757.5,NaN,NaN,18.76,0.08
58760.5,18.56,0.13,18.63,0.08
58764.5,18.61,0.08,18.65,0.08
58767.5,18.61,0.09,NaN,NaN
58770.5,18.78,0.15,18.75,0.13
58776.5,NaN,NaN,18.66,0.09
58781.5,19.1,0.25,18.83,0.12
58784.5,19.43,0.23,18.78,0.19
58788.5,19.3,0.15,18.76,0.07
58791.5,19.36,0.15,18.89,0.12
58794.5,NaN,NaN,18.87,0.08
58794.6,19.49,0.14,NaN,NaN
58798.5,NaN,NaN,18.93,0.13
58804.5,NaN,NaN,18.96,0.16
58812.4,19.76,0.12,NaN,NaN
58827.4,NaN,NaN,18.97,0.16
58827.6,20.0,0.19,NaN,NaN
58830.4,NaN,NaN,19.02,0.12
58836.5,NaN,NaN,19.02,0.08
58846.4,NaN,NaN,19.17,0.09
58849.4,NaN,NaN,19.26,0.1
58849.5,20.37,0.17,NaN,NaN
58852.4,NaN,NaN,19.3,0.1
58852.5,20.25,0.24,NaN,NaN
58854.4,NaN,NaN,19.31,0.16
58855.5,20.17,0.22,NaN,NaN
58862.3,NaN,NaN,19.53,0.19
58866.4,20.88,0.3,NaN,NaN
58871.3,NaN,NaN,19.96,0.19
58874.3,NaN,NaN,20.06,0.14
