MJD,g,gerr,r,rerr
59029.3,18.94,0.17,NaN,NaN
59032.3,NaN,NaN,18.38,0.08
59032.5,18.64,0.08,NaN,NaN
59035.3,NaN,NaN,18.29,0.11
59035.4,18.47,0.1,NaN,NaN
59038.4,NaN,NaN,18.09,0.09
59041.3,NaN,NaN,17.91,0.09
59044.3,18.45,0.07,NaN,NaN
59044.4,NaN,NaN,18.04,0.07
59047.3,18.5,0.07,NaN,NaN
59047.4,NaN,NaN,17.95,0.08
59050.3,NaN,NaN,17.99,0.07
59050.4,18.5,0.09,NaN,NaN
59053.4,18.63,0.08,NaN,NaN
59056.4,18.72,0.09,17.89,0.07
59060.3,18.88,0.11,NaN,NaN
59061.4,NaN,NaN,17.99,0.07
59063.4,19.02,0.23,NaN,NaN
59067.3,19.09,0.16,NaN,NaN
59070.3,19.04,0.11,18.07,0.07
59073.3,19.21,0.1,18.1,0.07
59076.3,19.34,0.23,NaN,NaN
59078.3,NaN,NaN,18.1,0.08
59079.3,19.28,0.14,18.18,0.08
59082.3,19.58,0.14,NaN,NaN
59085.3,19.48,0.12,NaN,NaN
59094.2,19.37,0.27,NaN,NaN
59094.3,NaN,NaN,18.22,0.12
59108.3,19.62,0.25,NaN,NaN
59111.2,19.81,0.17,18.35,0.09
59114.2,19.73,0.16,NaN,NaN
59114.3,NaN,NaN,18.37,0.1
59123.3,NaN,NaN,18.52,0.22
59128.2,19.82,0.23,18.46,0.1
59130.2,NaN,NaN,18.53,0.08
59135.2,20.3,0.23,18.52,0.09
59137.2,20.43,0.25,18.62,0.09
59139.2,NaN,NaN,18.66,0.12
59141.2,NaN,NaN,18.63,0.1
59143.2,20.32,0.2,NaN,NaN
59145.1,NaN,NaN,18.76,0.14
59150.2,NaN,NaN,18.77,0.16
59154.1,NaN,NaN,19.21,0.18
59157.1,NaN,NaN,19.33,0.12
