MJD,g,gerr,r,rerr
58846.3,NaN,NaN,19.21,0.13
58850.1,NaN,NaN,19.07,0.2
58850.2,19.38,0.12,NaN,NaN
58853.2,NaN,NaN,18.91,0.18
58859.2,NaN,NaN,19.16,0.18
58860.2,NaN,NaN,19.02,0.18
58861.2,NaN,NaN,19.09,0.13
58867.1,NaN,NaN,19.08,0.18
58867.2,19.91,0.17,NaN,NaN
58871.2,20.01,0.21,NaN,NaN
58873.2,NaN,NaN,19.05,0.1
58874.1,NaN,NaN,19.06,0.23
58876.2,20.12,0.18,NaN,NaN
58877.2,20.02,0.2,19.01,0.13
58880.1,20.06,0.18,NaN,NaN
58880.2,NaN,NaN,19.11,0.15
58884.2,NaN,NaN,19.04,0.18
58887.1,NaN,NaN,19.08,0.1
58890.2,NaN,NaN,18.94,0.14
58893.2,20.23,0.22,NaN,NaN
58896.1,NaN,NaN,19.02,0.13
58896.2,20.34,0.2,NaN,NaN
58904.2,NaN,NaN,18.81,0.09
58913.2,NaN,NaN,19.0,0.13
