MJD,g,gerr,r,rerr
58663.3,NaN,NaN,17.71,0.06
58666.2,17.23,0.05,NaN,NaN
58666.3,NaN,NaN,17.46,0.04
58669.3,NaN,NaN,17.28,0.04
58672.2,NaN,NaN,17.28,0.04
58672.3,17.16,0.05,NaN,NaN
58675.3,17.2,0.05,17.27,0.05
58678.2,NaN,NaN,17.3,0.05
58678.3,17.24,0.05,NaN,NaN
58681.2,17.35,0.05,NaN,NaN
58681.3,NaN,NaN,17.31,0.07
58684.2,17.46,0.06,17.32,0.05
58691.2,NaN,NaN,17.39,0.04
58694.2,17.82,0.06,17.43,0.05
58697.2,NaN,NaN,17.44,0.05
58700.2,NaN,NaN,17.46,0.05
58700.3,18.05,0.08,NaN,NaN
58703.2,NaN,NaN,17.5,0.06
58706.2,18.17,0.09,NaN,NaN
58709.2,18.27,0.06,NaN,NaN
58709.3,NaN,NaN,17.54,0.05
58712.2,18.38,0.08,17.61,0.05
58715.2,18.39,0.07,NaN,NaN
58715.3,NaN,NaN,17.61,0.06
58718.2,18.47,0.07,NaN,NaN
58723.2,18.66,0.08,NaN,NaN
58727.1,NaN,NaN,17.72,0.05
58727.2,18.66,0.07,NaN,NaN
58731.2,NaN,NaN,17.87,0.16
58734.1,NaN,NaN,17.79,0.06
58734.2,18.77,0.12,NaN,NaN
58737.1,18.91,0.11,NaN,NaN
58737.2,NaN,NaN,17.86,0.07
58740.1,18.95,0.13,NaN,NaN
58740.3,NaN,NaN,17.95,0.11
58743.1,18.95,0.1,NaN,NaN
58747.1,19.05,0.12,NaN,NaN
58750.1,19.19,0.13,NaN,NaN
58758.1,19.56,0.14,NaN,NaN
58761.1,NaN,NaN,18.35,0.09
58764.1,NaN,NaN,18.52,0.08
58767.1,NaN,NaN,18.67,0.16
58770.2,NaN,NaN,19.03,0.21
