MJD,g,gerr,r,rerr
58646.5,NaN,NaN,19.87,0.14
58649.5,19.21,0.1,NaN,NaN
58652.4,NaN,NaN,18.91,0.1
58652.5,19.04,0.13,NaN,NaN
58658.5,19.26,0.12,NaN,NaN
58668.4,19.44,0.08,19.06,0.09
58671.4,NaN,NaN,19.04,0.08
58674.5,19.55,0.1,19.13,0.08
58677.3,NaN,NaN,19.07,0.1
58677.5,19.73,0.13,NaN,NaN
58680.5,20.07,0.3,NaN,NaN
58683.4,NaN,NaN,19.22,0.12
58683.5,19.85,0.22,NaN,NaN
58686.5,19.99,0.22,NaN,NaN
58690.3,19.85,0.13,NaN,NaN
58690.4,NaN,NaN,19.18,0.09
58693.4,19.97,0.15,19.25,0.09
58696.4,20.09,0.14,19.2,0.09
58699.4,19.96,0.12,19.29,0.1
58702.4,NaN,NaN,19.2,0.13
58705.4,20.05,0.15,19.25,0.09
58708.4,20.15,0.19,NaN,NaN
58708.5,NaN,NaN,19.26,0.08
58715.4,NaN,NaN,19.26,0.14
58725.3,20.24,0.16,NaN,NaN
58730.3,20.52,0.25,NaN,NaN
58730.4,NaN,NaN,19.29,0.11
58733.4,NaN,NaN,19.39,0.11
58736.4,20.74,0.24,NaN,NaN
58738.2,NaN,NaN,19.49,0.16
58739.2,NaN,NaN,19.62,0.21
58743.2,NaN,NaN,19.62,0.18
58744.2,NaN,NaN,19.71,0.14
58745.2,NaN,NaN,19.67,0.12
58746.2,NaN,NaN,19.79,0.17
58747.2,NaN,NaN,19.78,0.14
58748.2,NaN,NaN,19.65,0.16
58749.2,NaN,NaN,19.85,0.15
58750.2,NaN,NaN,19.65,0.19
58751.2,NaN,NaN,19.83,0.12
58754.2,NaN,NaN,20.0,0.16
58759.2,NaN,NaN,20.35,0.22
58760.2,NaN,NaN,20.54,0.18
