MJD,g,gerr,r,rerr
59135.5,18.26,0.07,18.27,0.06
59137.5,18.37,0.07,18.21,0.08
59139.5,18.43,0.1,18.19,0.07
59141.5,18.51,0.07,18.15,0.05
59143.5,NaN,NaN,18.24,0.07
59145.5,18.76,0.07,18.24,0.07
59149.5,18.98,0.09,NaN,NaN
59150.5,18.94,0.08,18.51,0.07
59151.4,NaN,NaN,18.61,0.14
59151.5,19.16,0.18,NaN,NaN
59152.5,19.08,0.11,18.62,0.09
59153.5,19.18,0.17,18.64,0.1
59156.5,19.17,0.15,NaN,NaN
59158.5,19.37,0.18,NaN,NaN
59165.4,NaN,NaN,18.73,0.07
59165.5,19.56,0.13,NaN,NaN
59168.4,NaN,NaN,18.77,0.07
59168.6,19.7,0.16,NaN,NaN
59170.4,19.71,0.12,NaN,NaN
59170.5,NaN,NaN,18.77,0.09
59173.5,19.87,0.12,18.8,0.13
59176.5,20.06,0.16,18.85,0.08
59178.5,19.97,0.12,18.94,0.1
59181.5,19.93,0.23,NaN,NaN
59185.4,NaN,NaN,18.87,0.12
59187.4,NaN,NaN,18.88,0.13
59189.4,NaN,NaN,18.94,0.28
59194.4,20.26,0.25,NaN,NaN
59194.5,NaN,NaN,19.12,0.11
59196.5,NaN,NaN,19.36,0.15
59199.4,NaN,NaN,19.26,0.14
59210.4,NaN,NaN,19.8,0.21
