MJD,g,gerr,r,rerr
59185.4,19.66,0.28,NaN,NaN
59189.4,NaN,NaN,16.99,0.04
59189.5,16.72,0.04,NaN,NaN
59192.4,17.05,0.07,NaN,NaN
59194.4,16.98,0.04,17.12,0.05
59194.5,NaN,NaN,17.14,0.04
59196.4,17.03,0.04,NaN,NaN
59196.5,NaN,NaN,17.17,0.04
59199.4,17.04,0.04,17.15,0.04
59201.4,17.09,0.05,NaN,NaN
59203.4,17.13,0.03,17.18,0.05
59205.4,17.16,0.08,17.19,0.16
59210.2,17.27,0.06,NaN,NaN
59210.3,17.28,0.05,NaN,NaN
59210.4,NaN,NaN,17.18,0.04
59216.4,17.46,0.04,17.22,0.04
59218.3,17.47,0.06,NaN,NaN
59218.4,NaN,NaN,17.23,0.05
59220.3,17.55,0.05,17.25,0.04
59220.4,NaN,NaN,17.24,0.05
59222.3,NaN,NaN,17.27,0.04
59222.4,17.64,0.04,NaN,NaN
59224.3,NaN,NaN,17.34,0.04
59224.4,17.72,0.07,17.33,0.05
59226.3,17.73,0.04,NaN,NaN
59226.4,NaN,NaN,17.35,0.05
59228.3,17.79,0.06,17.35,0.05
59228.4,17.81,0.05,NaN,NaN
59230.3,17.86,0.04,17.42,0.05
59232.4,17.87,0.05,17.45,0.04
59248.2,18.17,0.06,17.58,0.05
59248.3,18.18,0.1,NaN,NaN
59250.2,NaN,NaN,17.62,0.05
59250.3,18.21,0.06,17.59,0.06
59252.2,NaN,NaN,17.59,0.06
59252.3,18.25,0.07,NaN,NaN
59254.2,18.26,0.08,17.59,0.04
59254.3,NaN,NaN,17.62,0.05
59256.2,NaN,NaN,17.65,0.05
59256.3,18.3,0.05,NaN,NaN
59260.2,18.29,0.09,17.65,0.04
59260.3,18.35,0.09,NaN,NaN
59263.2,NaN,NaN,17.68,0.1
59263.3,18.42,0.08,NaN,NaN
59265.2,18.43,0.08,17.7,0.06
59267.2,18.48,0.09,17.72,0.08
59267.3,NaN,NaN,17.72,0.05
59271.2,18.59,0.11,17.78,0.07
59271.3,NaN,NaN,17.89,0.07
59273.2,18.6,0.13,17.77,0.09
59275.2,18.6,0.1,17.78,0.06
59278.2,18.65,0.13,17.83,0.06
59281.2,NaN,NaN,17.89,0.07
59291.2,NaN,NaN,18.09,0.07
59293.2,19.05,0.11,18.18,0.07
59301.2,19.3,0.27,18.42,0.12
59303.2,19.58,0.19,18.54,0.1
59306.2,20.01,0.17,18.75,0.08
59308.2,20.18,0.22,19.25,0.12
59310.2,NaN,NaN,19.87,0.2
