MJD,g,gerr,r,rerr
58422.4,17.85,0.05,17.46,0.05
58425.3,NaN,NaN,17.44,0.05
58425.4,17.86,0.04,NaN,NaN
58428.3,17.89,0.07,17.44,0.05
58431.4,17.99,0.09,NaN,NaN
58434.3,NaN,NaN,17.54,0.05
58434.4,18.15,0.07,NaN,NaN
58437.3,NaN,NaN,17.5,0.05
58437.4,18.17,0.08,NaN,NaN
58441.3,18.18,0.1,17.52,0.04
58447.4,NaN,NaN,17.52,0.08
58450.4,18.27,0.21,NaN,NaN
58456.2,NaN,NaN,17.51,0.04
58462.3,18.38,0.14,NaN,NaN
58466.2,NaN,NaN,17.6,0.07
58469.2,18.51,0.08,NaN,NaN
58472.2,18.49,0.1,NaN,NaN
58472.3,NaN,NaN,17.6,0.06
58475.1,18.42,0.12,NaN,NaN
58475.3,NaN,NaN,17.53,0.05
58481.3,18.83,0.11,17.6,0.06
58487.2,18.81,0.07,NaN,NaN
58491.2,18.91,0.09,17.69,0.06
58495.2,18.96,0.13,NaN,NaN
58503.2,NaN,NaN,18.08,0.07
