MJD,g,gerr,r,rerr
58911.5,17.06,0.04,17.19,0.04
58914.5,16.88,0.05,16.98,0.04
58917.4,16.82,0.07,NaN,NaN
58936.4,NaN,NaN,17.2,0.04
58936.5,17.66,0.05,NaN,NaN
58939.4,17.78,0.08,17.22,0.05
58940.4,17.74,0.06,NaN,NaN
58940.5,17.75,0.05,NaN,NaN
58941.4,NaN,NaN,17.22,0.04
58941.5,17.76,0.05,NaN,NaN
58943.5,17.8,0.05,17.24,0.04
58944.5,17.8,0.05,17.25,0.04
58954.4,18.01,0.05,NaN,NaN
58954.5,NaN,NaN,17.31,0.04
58955.4,18.02,0.05,17.31,0.04
58956.3,NaN,NaN,17.34,0.06
58956.4,18.06,0.07,NaN,NaN
58961.4,NaN,NaN,17.34,0.06
58962.3,NaN,NaN,17.37,0.04
58962.4,18.12,0.05,NaN,NaN
58963.4,18.15,0.05,NaN,NaN
58964.4,18.13,0.05,17.37,0.04
58965.4,18.15,0.05,17.39,0.05
58966.4,18.19,0.06,17.38,0.08
58967.4,18.19,0.05,17.42,0.05
58968.4,18.2,0.05,17.42,0.04
58970.3,18.27,0.05,NaN,NaN
58970.4,NaN,NaN,17.45,0.03
58971.4,18.23,0.05,17.42,0.05
58972.4,18.29,0.05,17.45,0.04
58973.3,NaN,NaN,17.43,0.04
58974.4,NaN,NaN,17.5,0.05
58974.5,18.21,0.06,NaN,NaN
58975.3,18.28,0.07,NaN,NaN
58975.4,NaN,NaN,17.51,0.05
58976.3,NaN,NaN,17.51,0.05
58976.5,18.32,0.08,NaN,NaN
58977.3,NaN,NaN,17.46,0.05
58977.4,18.46,0.13,17.54,0.06
58978.3,NaN,NaN,17.53,0.07
58978.4,18.36,0.08,NaN,NaN
58979.3,18.37,0.06,NaN,NaN
58979.4,NaN,NaN,17.51,0.05
58980.3,NaN,NaN,17.56,0.06
58980.4,18.4,0.07,NaN,NaN
58981.3,18.45,0.08,17.57,0.04
58985.3,18.52,0.06,NaN,NaN
58985.4,NaN,NaN,17.61,0.04
58991.3,18.67,0.07,17.74,0.05
58994.3,18.71,0.06,17.78,0.04
58998.3,NaN,NaN,17.86,0.05
58998.4,18.85,0.07,NaN,NaN
58999.2,18.72,0.09,NaN,NaN
59000.3,18.83,0.09,NaN,NaN
59001.3,NaN,NaN,17.89,0.04
59001.4,18.83,0.09,NaN,NaN
59004.3,NaN,NaN,17.93,0.07
59009.2,NaN,NaN,18.06,0.06
59012.3,19.14,0.07,18.11,0.06
59016.2,19.25,0.08,NaN,NaN
59019.3,19.37,0.09,NaN,NaN
59022.2,19.55,0.09,18.39,0.06
59025.2,19.6,0.1,18.49,0.06
59028.2,NaN,NaN,18.62,0.06
59028.4,19.83,0.16,NaN,NaN
59031.2,19.98,0.26,18.73,0.08
59033.2,20.13,0.29,NaN,NaN
59034.3,NaN,NaN,19.1,0.11
59037.2,NaN,NaN,19.67,0.19
59043.3,NaN,NaN,20.21,0.17
59044.2,NaN,NaN,20.2,0.21
59045.2,NaN,NaN,20.34,0.17
59046.2,NaN,NaN,20.29,0.17
59047.2,NaN,NaN,20.42,0.21
59048.2,NaN,NaN,20.29,0.19
59049.2,NaN,NaN,20.17,0.2
59052.3,NaN,NaN,20.38,0.18
59054.2,NaN,NaN,19.72,0.16
