MJD,g,gerr,r,rerr
59117.2,19.68,0.17,NaN,NaN
59119.2,18.6,0.1,NaN,NaN
59120.2,18.58,0.12,NaN,NaN
59123.1,18.57,0.1,NaN,NaN
59125.1,NaN,NaN,18.59,0.09
59125.2,18.54,0.09,NaN,NaN
59127.2,18.52,0.19,NaN,NaN
59129.1,NaN,NaN,18.59,0.07
59129.3,18.63,0.11,NaN,NaN
59131.2,18.7,0.09,NaN,NaN
59135.1,18.82,0.09,18.63,0.07
59137.1,NaN,NaN,18.67,0.07
59137.2,18.88,0.11,NaN,NaN
59139.1,19.01,0.09,NaN,NaN
59139.2,NaN,NaN,18.79,0.1
59141.1,NaN,NaN,18.79,0.1
59141.2,18.99,0.1,NaN,NaN
59143.2,19.16,0.09,NaN,NaN
59145.2,19.3,0.14,NaN,NaN
59149.1,NaN,NaN,18.87,0.15
59151.1,19.58,0.22,18.98,0.14
59153.1,19.69,0.25,19.14,0.12
59155.1,NaN,NaN,19.3,0.16
59157.2,19.88,0.3,NaN,NaN
59164.1,NaN,NaN,19.36,0.15
59167.1,NaN,NaN,19.39,0.18
59169.1,20.37,0.26,NaN,NaN
59169.2,NaN,NaN,19.34,0.21
59171.1,NaN,NaN,19.32,0.15
59173.1,NaN,NaN,19.43,0.12
59177.1,NaN,NaN,19.48,0.19
