MJD,g,gerr,r,rerr
58723.5,19.37,0.09,NaN,NaN
58724.5,19.25,0.11,19.08,0.09
58727.5,19.12,0.09,18.86,0.09
58732.4,19.15,0.08,NaN,NaN
58732.5,NaN,NaN,18.72,0.07
58734.5,19.2,0.12,NaN,NaN
58735.4,19.21,0.1,NaN,NaN
58735.5,NaN,NaN,18.65,0.07
58737.5,19.17,0.11,NaN,NaN
58738.5,19.14,0.12,NaN,NaN
58741.5,NaN,NaN,18.56,0.12
58743.4,19.17,0.24,NaN,NaN
58744.5,NaN,NaN,18.6,0.12
58748.5,19.52,0.17,18.65,0.07
58751.4,19.5,0.15,NaN,NaN
58751.5,NaN,NaN,18.62,0.07
58756.4,19.42,0.11,NaN,NaN
58756.5,NaN,NaN,18.62,0.07
58763.5,19.59,0.13,18.68,0.06
58766.4,19.48,0.13,NaN,NaN
58766.5,NaN,NaN,18.6,0.1
58769.4,NaN,NaN,18.64,0.1
58769.5,19.58,0.26,NaN,NaN
58778.3,19.83,0.19,NaN,NaN
58778.4,NaN,NaN,18.58,0.1
58781.4,19.63,0.15,NaN,NaN
58784.4,NaN,NaN,18.67,0.11
58787.3,NaN,NaN,18.51,0.15
58790.3,19.71,0.14,NaN,NaN
58790.4,NaN,NaN,18.61,0.07
58793.4,19.69,0.13,NaN,NaN
58793.5,NaN,NaN,18.68,0.1
58796.3,19.97,0.26,18.66,0.09
58798.3,NaN,NaN,18.55,0.12
58802.2,19.61,0.27,NaN,NaN
58804.4,NaN,NaN,18.71,0.1
58805.3,NaN,NaN,18.87,0.09
58805.4,NaN,NaN,18.77,0.1
58806.3,NaN,NaN,18.78,0.1
58806.4,20.11,0.23,NaN,NaN
58811.3,20.18,0.23,18.89,0.1
58812.3,NaN,NaN,19.02,0.09
58814.2,NaN,NaN,19.01,0.11
58814.3,20.23,0.24,NaN,NaN
58833.2,NaN,NaN,20.06,0.24
58836.4,NaN,NaN,19.89,0.2
58846.3,NaN,NaN,20.29,0.21
58849.2,NaN,NaN,20.35,0.22
58852.2,NaN,NaN,20.24,0.2
