MJD,g,gerr,r,rerr
58774.2,NaN,NaN,19.3,0.12
58777.2,NaN,NaN,19.13,0.09
58781.2,NaN,NaN,18.88,0.14
58785.2,19.04,0.09,NaN,NaN
58788.2,19.2,0.12,18.89,0.08
58790.1,NaN,NaN,18.75,0.1
58791.1,NaN,NaN,18.72,0.07
58791.2,19.13,0.12,NaN,NaN
58791.3,19.1,0.1,NaN,NaN
58792.2,19.14,0.13,NaN,NaN
58793.2,19.18,0.14,NaN,NaN
58794.1,NaN,NaN,18.77,0.08
58794.2,19.15,0.14,NaN,NaN
58796.2,19.04,0.12,NaN,NaN
58797.1,NaN,NaN,18.73,0.09
58797.2,19.2,0.23,NaN,NaN
58798.3,NaN,NaN,18.78,0.13
58799.3,NaN,NaN,18.84,0.14
58801.3,NaN,NaN,18.85,0.13
58802.2,19.15,0.1,NaN,NaN
58803.2,19.19,0.17,18.72,0.08
58806.2,19.37,0.13,18.75,0.08
58811.2,19.41,0.12,NaN,NaN
58812.2,NaN,NaN,18.79,0.08
58819.2,19.23,0.17,NaN,NaN
58820.2,19.45,0.18,NaN,NaN
58828.2,NaN,NaN,18.79,0.19
58831.1,19.54,0.16,18.81,0.08
58835.1,NaN,NaN,18.65,0.18
58837.1,NaN,NaN,18.97,0.09
58838.1,NaN,NaN,18.79,0.08
58846.1,19.52,0.13,18.82,0.07
58849.1,19.53,0.12,NaN,NaN
58850.2,19.44,0.16,NaN,NaN
58853.1,NaN,NaN,18.75,0.16
58854.1,NaN,NaN,18.76,0.12
58859.2,NaN,NaN,18.99,0.13
58862.1,19.75,0.14,NaN,NaN
58872.1,NaN,NaN,19.07,0.1
58872.2,19.91,0.2,NaN,NaN
58875.1,19.97,0.2,19.26,0.12
58878.1,NaN,NaN,19.33,0.28
58881.1,NaN,NaN,19.24,0.1
