MJD,g,gerr,r,rerr
59231.4,18.69,0.07,NaN,NaN
59231.5,NaN,NaN,19.1,0.08
59233.5,NaN,NaN,18.72,0.1
59249.4,18.6,0.1,18.36,0.08
59251.4,18.67,0.06,NaN,NaN
59251.5,NaN,NaN,18.45,0.06
59253.4,18.75,0.08,NaN,NaN
59253.5,NaN,NaN,18.5,0.06
59255.4,NaN,NaN,18.49,0.06
59257.4,18.94,0.11,NaN,NaN
59262.4,NaN,NaN,18.52,0.08
59262.5,19.08,0.1,NaN,NaN
59264.4,19.16,0.09,NaN,NaN
59264.5,NaN,NaN,18.51,0.06
59266.4,NaN,NaN,18.47,0.07
59266.5,19.14,0.13,NaN,NaN
59268.5,NaN,NaN,18.51,0.06
59270.4,19.15,0.14,18.46,0.08
59272.4,19.08,0.21,NaN,NaN
59272.5,NaN,NaN,18.55,0.11
59274.4,NaN,NaN,18.57,0.16
59278.3,19.28,0.13,NaN,NaN
59278.4,NaN,NaN,18.5,0.07
59281.3,NaN,NaN,18.54,0.08
59291.3,19.7,0.15,NaN,NaN
59291.4,NaN,NaN,18.59,0.09
59293.3,NaN,NaN,18.58,0.07
59297.3,19.6,0.29,18.52,0.11
59302.3,NaN,NaN,18.81,0.15
59304.3,19.74,0.24,NaN,NaN
59304.4,NaN,NaN,18.67,0.12
59307.3,19.89,0.16,18.66,0.08
59309.3,NaN,NaN,18.72,0.08
59311.3,20.11,0.18,18.69,0.08
59313.3,20.03,0.16,18.71,0.09
59317.3,NaN,NaN,18.83,0.07
59320.4,20.25,0.21,NaN,NaN
59324.3,NaN,NaN,18.87,0.08
59324.4,20.15,0.21,NaN,NaN
59328.3,NaN,NaN,18.97,0.13
