MJD,g,gerr,r,rerr
58547.4,18.57,0.08,NaN,NaN
58547.5,NaN,NaN,18.71,0.06
58558.3,NaN,NaN,18.84,0.12
58567.4,19.23,0.15,19.03,0.12
58572.4,19.46,0.13,19.17,0.11
58575.3,19.6,0.11,NaN,NaN
58575.4,NaN,NaN,19.28,0.15
58580.3,19.68,0.16,19.32,0.11
58580.4,NaN,NaN,19.36,0.1
58583.3,NaN,NaN,19.4,0.12
58583.4,19.71,0.19,NaN,NaN
58586.3,NaN,NaN,19.37,0.11
58586.4,19.99,0.16,NaN,NaN
58589.3,NaN,NaN,19.43,0.23
58593.3,NaN,NaN,19.42,0.23
58596.2,20.19,0.17,NaN,NaN
58596.3,NaN,NaN,19.51,0.16
58606.3,NaN,NaN,19.49,0.13
58606.4,20.17,0.16,NaN,NaN
58608.3,NaN,NaN,19.46,0.18
58612.3,20.22,0.14,NaN,NaN
58616.3,20.1,0.22,19.44,0.17
58617.3,NaN,NaN,19.37,0.12
58618.2,NaN,NaN,19.37,0.15
58619.3,NaN,NaN,19.62,0.29
58628.3,NaN,NaN,19.42,0.11
58632.3,NaN,NaN,19.53,0.11
58635.2,20.32,0.16,NaN,NaN
58638.2,20.36,0.21,19.62,0.11
58641.2,20.81,0.23,NaN,NaN
58641.3,NaN,NaN,19.62,0.11
58653.2,NaN,NaN,20.23,0.21
58657.3,NaN,NaN,20.39,0.22
58660.2,NaN,NaN,20.44,0.17
