MJD,g,gerr,r,rerr
58866.5,NaN,NaN,18.52,0.08
58866.6,18.28,0.07,NaN,NaN
58873.5,NaN,NaN,17.75,0.05
58875.5,17.92,0.07,NaN,NaN
58876.5,18.01,0.05,NaN,NaN
58876.6,NaN,NaN,17.77,0.06
58877.5,NaN,NaN,17.86,0.06
58878.5,18.07,0.08,NaN,NaN
58878.6,NaN,NaN,17.92,0.07
58879.5,18.2,0.12,NaN,NaN
58879.6,NaN,NaN,17.87,0.11
58880.5,18.15,0.09,17.92,0.06
58881.5,18.2,0.07,NaN,NaN
58881.6,NaN,NaN,17.99,0.06
58885.5,18.41,0.13,NaN,NaN
58886.5,18.32,0.08,NaN,NaN
58886.6,NaN,NaN,18.05,0.07
58887.5,18.39,0.1,NaN,NaN
58888.5,NaN,NaN,17.95,0.11
58890.5,NaN,NaN,18.06,0.1
58890.6,18.61,0.23,NaN,NaN
58891.5,18.59,0.1,NaN,NaN
58892.5,NaN,NaN,18.12,0.07
58892.6,18.7,0.08,NaN,NaN
58893.5,18.65,0.12,NaN,NaN
58894.5,NaN,NaN,18.17,0.06
58894.6,18.66,0.11,NaN,NaN
58895.5,NaN,NaN,18.16,0.06
58895.6,18.73,0.08,NaN,NaN
58898.5,NaN,NaN,18.24,0.07
58898.6,18.89,0.09,NaN,NaN
58899.5,18.91,0.1,18.22,0.07
58900.5,18.89,0.12,18.18,0.08
58903.5,19.04,0.09,18.31,0.06
58904.5,NaN,NaN,18.3,0.08
58904.6,18.95,0.14,NaN,NaN
58905.5,18.98,0.2,NaN,NaN
58906.5,18.96,0.12,18.31,0.09
58908.5,NaN,NaN,18.33,0.07
58908.6,19.1,0.12,NaN,NaN
58911.5,19.18,0.11,18.3,0.07
58912.5,19.13,0.11,18.31,0.07
58913.5,NaN,NaN,18.33,0.07
58914.5,19.18,0.15,18.37,0.07
58915.5,NaN,NaN,18.27,0.24
58936.5,19.39,0.14,NaN,NaN
58939.5,19.23,0.27,NaN,NaN
58940.5,19.28,0.17,NaN,NaN
58941.4,NaN,NaN,18.46,0.08
58941.5,19.34,0.13,NaN,NaN
58943.4,19.47,0.2,NaN,NaN
58943.5,NaN,NaN,18.44,0.09
58944.5,19.47,0.17,18.46,0.08
58953.4,19.78,0.18,18.54,0.1
58954.4,19.52,0.17,NaN,NaN
58954.5,NaN,NaN,18.5,0.08
58955.4,NaN,NaN,18.53,0.08
58955.5,19.64,0.14,NaN,NaN
58956.5,19.91,0.16,18.63,0.09
58961.4,NaN,NaN,18.59,0.09
58962.5,19.76,0.18,18.61,0.08
58963.4,19.86,0.17,NaN,NaN
58963.5,19.8,0.16,NaN,NaN
58964.4,19.93,0.16,18.71,0.08
58965.4,19.82,0.15,18.74,0.09
58966.4,19.94,0.16,NaN,NaN
58966.5,NaN,NaN,18.73,0.09
58967.4,19.89,0.13,18.82,0.08
58968.4,20.04,0.16,18.83,0.08
58970.4,NaN,NaN,18.93,0.09
58970.5,20.33,0.2,NaN,NaN
58971.4,20.28,0.17,18.96,0.09
58972.4,NaN,NaN,19.01,0.11
58972.5,20.35,0.22,NaN,NaN
58973.4,NaN,NaN,19.08,0.11
58973.5,20.55,0.23,NaN,NaN
58974.4,NaN,NaN,19.14,0.16
58975.4,NaN,NaN,19.32,0.14
58976.3,NaN,NaN,19.41,0.21
58977.4,NaN,NaN,19.51,0.18
58977.5,NaN,NaN,19.17,0.19
58979.4,NaN,NaN,19.59,0.18
58980.5,NaN,NaN,19.73,0.19
58981.4,NaN,NaN,19.92,0.2
58983.4,NaN,NaN,19.84,0.13
58985.4,NaN,NaN,19.94,0.17
58985.5,NaN,NaN,20.15,0.21
58986.5,NaN,NaN,20.07,0.16
58987.4,NaN,NaN,20.08,0.17
58991.4,NaN,NaN,20.18,0.17
58992.4,NaN,NaN,20.07,0.18
58995.4,NaN,NaN,20.12,0.16
58997.4,NaN,NaN,20.28,0.22
58998.3,NaN,NaN,20.31,0.18
58999.3,NaN,NaN,19.94,0.19
59001.4,NaN,NaN,20.34,0.21
59011.3,NaN,NaN,20.25,0.22
59012.3,NaN,NaN,20.49,0.23
59013.3,NaN,NaN,20.25,0.18
59014.3,NaN,NaN,20.27,0.2
59015.3,NaN,NaN,20.27,0.21
59017.3,NaN,NaN,20.42,0.22
59018.3,NaN,NaN,20.24,0.18
59019.4,NaN,NaN,20.49,0.18
59020.3,NaN,NaN,20.41,0.18
59022.3,NaN,NaN,20.48,0.19
59023.3,NaN,NaN,20.52,0.26
59024.3,NaN,NaN,20.5,0.28
59025.4,NaN,NaN,20.43,0.17
59027.3,NaN,NaN,20.27,0.24
59028.3,NaN,NaN,20.43,0.26
59038.2,NaN,NaN,20.56,0.21
59041.3,NaN,NaN,20.45,0.19
59050.3,NaN,NaN,20.38,0.21
