MJD,g,gerr,r,rerr
58738.2,18.46,0.1,18.54,0.12
58739.2,18.4,0.12,18.76,0.14
58740.2,18.51,0.15,18.64,0.14
58741.2,18.51,0.14,18.59,0.09
58743.2,NaN,NaN,18.67,0.09
58744.2,18.68,0.12,18.66,0.07
58745.2,18.72,0.11,18.63,0.08
58746.2,18.79,0.14,18.69,0.08
58747.2,18.82,0.14,18.75,0.1
58748.2,18.76,0.13,18.72,0.1
58749.2,18.87,0.12,18.78,0.08
58750.2,18.9,0.14,18.86,0.11
58751.2,18.89,0.13,18.72,0.12
58754.2,19.03,0.15,18.79,0.09
58758.2,NaN,NaN,18.89,0.12
58760.2,19.24,0.16,18.98,0.12
58761.2,19.29,0.18,18.89,0.11
58762.2,NaN,NaN,18.85,0.1
58763.2,NaN,NaN,18.91,0.12
58764.1,NaN,NaN,18.99,0.13
58765.1,NaN,NaN,18.9,0.11
58766.1,NaN,NaN,18.91,0.13
58767.1,NaN,NaN,19.14,0.27
58768.1,NaN,NaN,18.88,0.14
58770.1,NaN,NaN,18.98,0.13
58771.1,NaN,NaN,18.99,0.14
58772.1,NaN,NaN,19.01,0.17
58774.1,NaN,NaN,19.06,0.15
58775.1,NaN,NaN,19.05,0.1
