MJD,g,gerr,r,rerr
59080.4,19.03,0.09,NaN,NaN
59081.4,NaN,NaN,18.99,0.1
59089.4,NaN,NaN,18.99,0.07
59090.4,19.22,0.1,NaN,NaN
59090.5,NaN,NaN,19.02,0.08
59091.4,19.23,0.13,NaN,NaN
59092.4,19.19,0.17,NaN,NaN
59107.4,19.82,0.17,NaN,NaN
59109.4,NaN,NaN,19.19,0.14
59110.5,NaN,NaN,18.96,0.1
59111.4,NaN,NaN,19.03,0.08
59113.3,NaN,NaN,19.12,0.11
59116.4,NaN,NaN,19.17,0.09
59117.3,20.01,0.17,NaN,NaN
59118.3,NaN,NaN,19.06,0.1
59119.3,20.06,0.22,NaN,NaN
59120.3,20.18,0.3,NaN,NaN
59121.3,19.94,0.25,NaN,NaN
59122.3,19.87,0.3,NaN,NaN
59122.5,NaN,NaN,19.11,0.14
59150.3,NaN,NaN,19.38,0.17
59152.4,NaN,NaN,19.28,0.14
59156.5,NaN,NaN,19.36,0.17
