MJD,g,gerr,r,rerr
59108.2,17.88,0.08,NaN,NaN
59111.1,17.8,0.05,NaN,NaN
59111.2,NaN,NaN,17.75,0.06
59115.2,17.84,0.05,17.72,0.07
59116.2,17.87,0.06,17.76,0.07
59117.1,NaN,NaN,17.75,0.05
59117.2,17.89,0.05,NaN,NaN
59118.2,17.87,0.05,17.73,0.05
59119.2,17.93,0.06,17.77,0.04
59123.1,18.04,0.06,NaN,NaN
59123.3,NaN,NaN,17.83,0.08
59125.2,18.08,0.07,NaN,NaN
59127.1,NaN,NaN,17.84,0.07
59129.1,NaN,NaN,17.81,0.04
59129.2,18.17,0.06,NaN,NaN
59131.2,18.35,0.07,NaN,NaN
59135.1,18.4,0.07,17.79,0.05
59137.1,18.39,0.07,17.9,0.06
59139.1,18.57,0.06,17.91,0.06
59141.1,NaN,NaN,17.94,0.06
59143.2,18.51,0.07,NaN,NaN
59145.1,18.57,0.08,NaN,NaN
59150.1,NaN,NaN,17.91,0.05
59152.1,18.64,0.11,NaN,NaN
59154.1,NaN,NaN,17.94,0.07
59156.1,18.71,0.08,NaN,NaN
59158.1,NaN,NaN,17.94,0.07
59158.2,18.81,0.17,NaN,NaN
59164.1,NaN,NaN,17.92,0.08
59167.1,18.65,0.16,NaN,NaN
59169.1,18.82,0.1,17.95,0.13
59228.6,NaN,NaN,19.87,0.23
59230.6,NaN,NaN,19.58,0.19
