MJD,g,gerr,r,rerr
58293.4,18.88,0.1,NaN,NaN
58296.3,NaN,NaN,18.97,0.11
58299.2,18.71,0.1,NaN,NaN
58299.4,NaN,NaN,18.71,0.13
58302.2,18.77,0.09,NaN,NaN
58302.3,NaN,NaN,18.63,0.15
58305.2,18.97,0.1,NaN,NaN
58305.3,NaN,NaN,18.82,0.11
58308.2,19.02,0.1,NaN,NaN
58308.3,NaN,NaN,18.9,0.13
58311.2,NaN,NaN,18.98,0.09
58314.2,NaN,NaN,18.95,0.1
58314.3,19.27,0.13,NaN,NaN
58318.3,NaN,NaN,19.05,0.1
58318.4,19.48,0.21,NaN,NaN
58321.4,19.52,0.14,NaN,NaN
58327.3,NaN,NaN,19.07,0.16
58330.2,19.84,0.23,NaN,NaN
58333.2,19.96,0.21,NaN,NaN
58333.3,NaN,NaN,19.31,0.12
58336.2,20.2,0.29,19.37,0.11
58340.2,NaN,NaN,19.68,0.16
58343.2,20.18,0.28,19.41,0.13
58346.2,NaN,NaN,19.61,0.12
58349.3,NaN,NaN,19.67,0.14
58352.2,NaN,NaN,19.79,0.23
58355.3,NaN,NaN,19.7,0.17
58358.2,NaN,NaN,19.63,0.14
58364.2,NaN,NaN,19.93,0.2
58367.2,NaN,NaN,19.87,0.16
58370.1,NaN,NaN,19.95,0.18
58370.2,20.85,0.26,NaN,NaN
58373.2,NaN,NaN,19.93,0.21
58379.2,NaN,NaN,19.98,0.18
58382.1,NaN,NaN,19.85,0.17
58388.2,NaN,NaN,20.12,0.21
