MJD,g,gerr,r,rerr
58651.5,18.11,0.12,NaN,NaN
58655.4,NaN,NaN,18.06,0.07
58660.5,17.98,0.04,NaN,NaN
58666.4,NaN,NaN,18.07,0.05
58669.4,NaN,NaN,18.05,0.04
58669.5,18.21,0.06,NaN,NaN
58672.4,18.29,0.06,NaN,NaN
58672.5,NaN,NaN,18.03,0.05
58675.4,18.37,0.07,NaN,NaN
58675.5,NaN,NaN,18.03,0.04
58678.5,NaN,NaN,18.11,0.06
58681.4,NaN,NaN,18.1,0.07
58688.4,18.67,0.08,18.18,0.06
58691.4,NaN,NaN,18.17,0.05
58694.4,NaN,NaN,18.2,0.06
58695.4,18.75,0.09,NaN,NaN
58697.4,NaN,NaN,18.25,0.05
58703.5,18.8,0.07,NaN,NaN
58707.5,NaN,NaN,18.22,0.06
58710.4,NaN,NaN,18.3,0.08
58710.5,18.76,0.18,NaN,NaN
58715.4,NaN,NaN,18.3,0.08
58715.5,18.64,0.15,NaN,NaN
58718.4,19.08,0.11,18.25,0.1
58719.4,NaN,NaN,18.25,0.06
58724.4,19.07,0.09,18.3,0.06
58727.4,19.01,0.09,NaN,NaN
58730.3,19.12,0.11,NaN,NaN
58730.4,NaN,NaN,18.37,0.07
58733.4,19.16,0.1,NaN,NaN
58737.3,NaN,NaN,18.49,0.1
58737.5,19.3,0.15,NaN,NaN
58743.3,NaN,NaN,18.6,0.1
58743.4,19.23,0.28,NaN,NaN
58746.4,19.72,0.22,NaN,NaN
58748.4,NaN,NaN,18.85,0.08
58749.3,19.93,0.23,18.85,0.08
58757.3,NaN,NaN,19.51,0.15
58760.3,NaN,NaN,19.76,0.14
58781.2,NaN,NaN,20.07,0.25
58785.2,NaN,NaN,20.26,0.25
58803.2,NaN,NaN,19.9,0.19
