MJD,g,gerr,r,rerr
58731.2,17.02,0.19,NaN,NaN
58734.2,16.82,0.04,NaN,NaN
58738.1,16.82,0.04,NaN,NaN
58741.1,16.9,0.05,NaN,NaN
58744.1,16.87,0.04,16.63,0.05
58747.2,16.93,0.05,16.77,0.05
58750.1,17.0,0.05,NaN,NaN
58760.1,17.18,0.05,NaN,NaN
58764.1,NaN,NaN,16.7,0.04
58764.2,17.23,0.06,NaN,NaN
58767.1,NaN,NaN,16.69,0.04
58767.2,17.24,0.11,NaN,NaN
58770.2,NaN,NaN,16.69,0.04
58773.1,17.31,0.05,NaN,NaN
58776.1,17.34,0.04,NaN,NaN
58779.1,17.33,0.06,16.76,0.04
58782.1,NaN,NaN,16.68,0.05
58785.1,17.38,0.04,16.72,0.05
58790.1,17.43,0.06,16.76,0.04
58793.1,17.52,0.06,16.76,0.05
58796.2,17.47,0.06,NaN,NaN
58803.1,17.45,0.06,NaN,NaN
58888.5,NaN,NaN,18.63,0.23
58892.5,NaN,NaN,18.82,0.11
58895.5,20.03,0.23,18.8,0.12
58900.5,NaN,NaN,18.77,0.17
58912.5,NaN,NaN,18.99,0.11
58915.5,NaN,NaN,19.07,0.13
58936.5,20.26,0.23,NaN,NaN
58943.5,NaN,NaN,19.3,0.13
58954.5,NaN,NaN,19.32,0.13
58961.4,NaN,NaN,19.35,0.14
58964.4,NaN,NaN,19.31,0.12
58967.4,NaN,NaN,19.48,0.13
58967.5,20.76,0.28,NaN,NaN
58970.4,NaN,NaN,19.51,0.13
58970.5,20.82,0.24,NaN,NaN
58973.4,NaN,NaN,19.45,0.14
58976.4,NaN,NaN,19.4,0.2
58979.3,NaN,NaN,19.38,0.14
58983.4,NaN,NaN,19.61,0.12
58986.4,20.83,0.27,19.59,0.11
58994.4,20.83,0.27,NaN,NaN
58997.4,20.85,0.26,NaN,NaN
59009.4,NaN,NaN,19.76,0.23
59011.3,NaN,NaN,19.8,0.14
59014.3,NaN,NaN,19.95,0.18
59014.4,20.95,0.27,NaN,NaN
59015.3,NaN,NaN,19.92,0.16
59017.3,NaN,NaN,20.05,0.15
59018.3,NaN,NaN,19.99,0.15
59019.4,NaN,NaN,20.0,0.14
59020.3,NaN,NaN,20.05,0.17
59022.3,NaN,NaN,19.97,0.14
59023.3,NaN,NaN,20.1,0.15
