MJD,g,gerr,r,rerr
58572.3,17.13,0.06,17.37,0.05
58575.2,NaN,NaN,17.22,0.09
58580.2,17.14,0.03,NaN,NaN
58580.3,NaN,NaN,17.13,0.05
58580.4,NaN,NaN,17.13,0.04
58582.3,NaN,NaN,17.19,0.05
58583.3,NaN,NaN,17.22,0.05
58586.2,17.4,0.04,17.41,0.05
58591.2,17.63,0.08,NaN,NaN
58593.3,NaN,NaN,17.36,0.07
58594.2,17.77,0.04,NaN,NaN
58594.3,NaN,NaN,17.42,0.06
58597.2,NaN,NaN,17.41,0.05
58597.3,17.91,0.05,17.45,0.04
58600.2,18.06,0.05,NaN,NaN
58605.2,18.23,0.06,NaN,NaN
58606.2,NaN,NaN,17.6,0.04
58608.2,NaN,NaN,17.59,0.05
58608.3,18.32,0.06,NaN,NaN
58612.2,NaN,NaN,17.68,0.05
58612.3,18.42,0.07,NaN,NaN
58619.2,18.56,0.21,NaN,NaN
58628.2,18.87,0.08,NaN,NaN
58633.2,19.16,0.09,18.07,0.06
58636.2,19.29,0.11,NaN,NaN
58639.2,19.48,0.12,18.36,0.06
58642.2,19.79,0.21,18.41,0.07
58646.2,NaN,NaN,18.68,0.12
58649.2,NaN,NaN,18.87,0.12
58652.3,NaN,NaN,19.07,0.16
58655.2,NaN,NaN,19.24,0.14
58658.2,NaN,NaN,19.56,0.14
58667.2,NaN,NaN,19.54,0.14
58673.2,NaN,NaN,19.61,0.19
58676.2,NaN,NaN,19.55,0.19
