MJD,g,gerr,r,rerr
58954.2,NaN,NaN,18.79,0.08
58962.2,18.7,0.09,18.61,0.07
58965.2,18.73,0.07,NaN,NaN
58971.2,NaN,NaN,18.76,0.08
58972.2,18.91,0.11,18.65,0.07
58975.2,19.1,0.18,18.59,0.07
58978.2,19.18,0.09,18.75,0.1
58981.2,19.33,0.1,18.66,0.1
58987.2,NaN,NaN,18.84,0.07
58996.2,19.88,0.24,18.94,0.1
58999.2,NaN,NaN,19.06,0.12
