MJD,g,gerr,r,rerr
58502.5,17.34,0.06,NaN,NaN
58502.6,NaN,NaN,17.54,0.05
58505.4,16.91,0.04,NaN,NaN
58508.5,NaN,NaN,16.83,0.04
58508.6,16.77,0.04,NaN,NaN
58511.5,16.74,0.04,16.8,0.05
58514.4,NaN,NaN,16.74,0.08
58522.5,16.9,0.04,16.69,0.03
58526.4,17.06,0.05,NaN,NaN
58526.5,NaN,NaN,16.71,0.04
58534.4,NaN,NaN,16.83,0.05
58538.3,17.62,0.12,NaN,NaN
58538.4,NaN,NaN,16.91,0.07
58540.3,NaN,NaN,16.97,0.05
58543.4,17.53,0.16,16.99,0.04
58547.5,NaN,NaN,17.08,0.04
58558.2,NaN,NaN,17.24,0.05
58562.3,18.37,0.15,NaN,NaN
58562.4,NaN,NaN,17.28,0.06
58567.3,18.24,0.1,NaN,NaN
58567.4,NaN,NaN,17.25,0.05
58572.3,18.39,0.08,17.26,0.05
58575.3,18.43,0.07,NaN,NaN
58575.4,NaN,NaN,17.27,0.05
58580.3,18.48,0.08,17.31,0.04
58582.2,NaN,NaN,17.28,0.05
58584.3,18.51,0.07,17.31,0.05
58587.3,18.61,0.07,17.31,0.06
58589.2,NaN,NaN,17.26,0.06
58591.4,NaN,NaN,17.32,0.06
58593.3,NaN,NaN,17.38,0.06
58594.2,18.67,0.14,NaN,NaN
58594.3,NaN,NaN,17.34,0.05
58597.3,18.63,0.1,NaN,NaN
58597.4,NaN,NaN,17.38,0.04
58600.2,18.84,0.08,NaN,NaN
58602.3,NaN,NaN,17.41,0.05
58606.2,NaN,NaN,17.46,0.05
58606.4,18.88,0.09,NaN,NaN
58612.3,19.0,0.09,NaN,NaN
58616.2,NaN,NaN,17.6,0.05
58618.3,NaN,NaN,17.68,0.06
58619.2,19.03,0.21,NaN,NaN
58622.2,19.34,0.2,NaN,NaN
58628.3,NaN,NaN,17.98,0.07
58633.2,NaN,NaN,18.27,0.06
58633.3,19.98,0.15,NaN,NaN
58636.2,NaN,NaN,18.52,0.09
58636.3,20.45,0.22,NaN,NaN
58639.2,20.27,0.22,18.72,0.1
58642.2,NaN,NaN,18.95,0.11
58648.2,NaN,NaN,19.14,0.18
58657.2,20.95,0.28,NaN,NaN
58657.3,NaN,NaN,19.1,0.12
58660.2,NaN,NaN,19.26,0.1
58671.2,NaN,NaN,19.09,0.15
58674.2,NaN,NaN,19.27,0.13
