MJD,c,c_err,o,o_err
58714.380,NaN,NaN,19.085,0.249
58714.383,NaN,NaN,19.271,0.221
58714.389,NaN,NaN,19.007,0.222
58716.379,NaN,NaN,19.040,0.163
58716.382,NaN,NaN,19.162,0.148
58716.387,NaN,NaN,18.913,0.112
58716.397,NaN,NaN,19.169,0.132
58720.362,19.037,0.114,NaN,NaN
58720.371,18.875,0.085,NaN,NaN
58720.382,19.120,0.135,NaN,NaN
58722.468,NaN,NaN,19.076,0.127
58722.472,NaN,NaN,19.130,0.141
58722.489,NaN,NaN,19.111,0.156
58724.391,18.999,0.100,NaN,NaN
58724.394,19.094,0.101,NaN,NaN
58724.400,19.038,0.103,NaN,NaN
58724.405,18.984,0.109,NaN,NaN
58724.408,19.084,0.112,NaN,NaN
58724.410,19.345,0.126,NaN,NaN
58724.414,19.020,0.109,NaN,NaN
58724.426,19.114,0.125,NaN,NaN
58726.373,NaN,NaN,18.931,0.119
58726.376,NaN,NaN,19.190,0.148
58726.383,NaN,NaN,18.895,0.118
58726.420,NaN,NaN,18.965,0.124
58728.327,19.121,0.115,NaN,NaN
58728.331,19.118,0.113,NaN,NaN
58728.336,19.148,0.125,NaN,NaN
58728.339,19.191,0.145,NaN,NaN
58728.342,19.109,0.124,NaN,NaN
58728.347,19.014,0.106,NaN,NaN
58728.348,19.145,0.146,NaN,NaN
58728.359,19.044,0.123,NaN,NaN
58730.425,NaN,NaN,19.056,0.128
58730.428,NaN,NaN,19.096,0.122
58730.435,NaN,NaN,19.070,0.155
58730.445,NaN,NaN,18.935,0.126
58732.390,NaN,NaN,18.893,0.118
58732.393,NaN,NaN,19.335,0.148
58732.399,NaN,NaN,19.317,0.135
58732.409,NaN,NaN,18.849,0.109
58734.323,NaN,NaN,19.029,0.151
58734.326,NaN,NaN,19.216,0.172
58734.332,NaN,NaN,19.196,0.174
58734.343,NaN,NaN,19.220,0.180
58736.367,NaN,NaN,19.108,0.207
58736.371,NaN,NaN,19.367,0.290
58736.376,NaN,NaN,19.353,0.255
58736.387,NaN,NaN,19.116,0.202
58740.416,NaN,NaN,19.085,0.287
58740.433,NaN,NaN,19.087,0.290
58746.355,NaN,NaN,19.308,0.180
58746.358,NaN,NaN,19.474,0.238
58746.374,NaN,NaN,19.211,0.191
58748.350,NaN,NaN,19.795,0.295
58748.353,NaN,NaN,19.473,0.199
58748.359,NaN,NaN,19.115,0.086
58748.371,NaN,NaN,19.244,0.129
58752.321,19.457,0.162,NaN,NaN
58752.325,19.663,0.176,NaN,NaN
58752.330,19.635,0.174,NaN,NaN
58752.344,19.454,0.139,NaN,NaN
58754.235,NaN,NaN,19.340,0.154
58754.243,NaN,NaN,19.217,0.120
58754.254,NaN,NaN,19.231,0.169
58756.345,19.810,0.268,NaN,NaN
58756.348,19.500,0.194,NaN,NaN
58756.354,19.739,0.241,NaN,NaN
58756.366,19.318,0.163,NaN,NaN
58758.295,NaN,NaN,19.036,0.099
58758.297,NaN,NaN,19.340,0.172
58758.303,NaN,NaN,19.410,0.170
58758.315,NaN,NaN,19.108,0.118
58762.323,NaN,NaN,19.648,0.264
58762.329,NaN,NaN,19.514,0.208
58762.340,NaN,NaN,19.542,0.245
58764.208,NaN,NaN,19.259,0.286
58764.212,NaN,NaN,19.006,0.213
58764.223,NaN,NaN,18.994,0.165
58764.317,NaN,NaN,19.298,0.265
58764.323,NaN,NaN,19.165,0.271
58764.333,NaN,NaN,19.095,0.234
58770.304,NaN,NaN,18.869,0.178
58770.310,NaN,NaN,19.282,0.271
58772.212,NaN,NaN,19.158,0.188
58772.218,NaN,NaN,19.406,0.230
58772.228,NaN,NaN,19.195,0.205
58772.232,NaN,NaN,19.321,0.259
58774.261,NaN,NaN,19.225,0.124
58774.265,NaN,NaN,19.374,0.162
58774.270,NaN,NaN,19.453,0.193
58774.281,NaN,NaN,19.260,0.169
58778.353,NaN,NaN,19.659,0.263
58780.306,19.898,0.270,NaN,NaN
58780.312,19.917,0.240,NaN,NaN
58788.249,NaN,NaN,19.696,0.202
58788.253,NaN,NaN,19.854,0.247
58788.260,NaN,NaN,19.570,0.224
58788.269,NaN,NaN,19.552,0.242
58790.233,NaN,NaN,19.885,0.267
58790.236,NaN,NaN,19.993,0.258
58790.253,NaN,NaN,19.614,0.189
58792.236,NaN,NaN,19.237,0.148
58792.242,NaN,NaN,19.699,0.279
58794.310,NaN,NaN,19.554,0.282
