MJD,luminosity,luminosity_err
54770.54000000004,6.559958218373492e+42,3.0215507010809645e+40
54771.62000000011,6.321187629808224e+42,1.923589560891277e+40
54772.60999999987,6.107348909928486e+42,2.7444233914610343e+40
54777.60999999987,5.0419909826352613e+42,1.6550925135086462e+40
54778.60999999987,4.158827480351679e+42,2.5085295569748655e+40
54779.560000000056,4.0130719403439646e+42,6.143787794930415e+39
54781.580000000075,3.789644040200562e+42,6.096800811638454e+39
54782.62000000011,3.6371760740082817e+42,4.47431151102627e+39
54783.58999999985,3.530736173081596e+42,5.944332845446175e+39
54785.62000000011,3.350459584124687e+42,5.67679471608991e+39
54786.62000000011,3.243060765171635e+42,5.009387769738799e+39
54787.66000000015,3.156758142798646e+42,3.792520794279661e+39
54790.60999999987,2.9620977834462384e+42,5.109115244480919e+39
54795.58999999985,2.6600386051407788e+42,5.388160390153582e+39
54798.669999999925,2.5238722453967303e+42,4.0226611206076305e+39
54799.60000000009,2.4807209342102362e+42,3.862521810204419e+39
54803.64000000013,2.3224994598597572e+42,2.2975675911742273e+40
54809.60000000009,2.0779753631362898e+42,2.2237309031440037e+40
54814.529999999795,1.9494803476031736e+42,2.0923591335317877e+40
54824.60000000009,1.688654644431475e+42,1.9024933643112132e+40
54831.54000000004,1.6129001203485182e+42,1.7998891354899934e+40
54844.60000000009,1.2772788111202298e+42,1.5400223503446614e+40
