MJD,luminosity,luminosity_err
54788.779999999795,6.0476381688641935e+41,6.37005503482163e+39
54789.75999999978,6.023755438052531e+41,6.010487254268275e+39
54790.700000000186,5.952770654806758e+41,5.56467627911725e+39
54792.62000000011,5.714606755879351e+41,4.127068566093039e+39
54793.64000000013,5.59983696614553e+41,3.6082825801286036e+39
54794.689999999944,5.452560126140281e+41,2.143475090346666e+39
54795.700000000186,5.36100965802891e+41,2.781674730369412e+39
54796.74000000022,5.225674183429492e+41,2.1746553222396694e+39
54798.720000000205,5.072426660721327e+41,2.4101655844102252e+39
54799.70999999996,4.9735786915286155e+41,2.0340125741265485e+39
54801.74000000022,4.8422236720644745e+41,2.172001685482818e+39
54802.66000000015,4.820994578009664e+41,1.980939838989522e+39
54803.72999999998,4.907901181796545e+41,2.276156928189233e+39
54807.64999999991,4.773892525575552e+41,2.2250744206198446e+39
54810.669999999925,4.724136836384589e+41,2.219767147106142e+39
54812.54000000004,4.846867536388964e+41,2.487121050358914e+39
54814.64999999991,4.934437549365058e+41,2.611178568741714e+39
54827.60000000009,5.605807648848446e+41,3.283212077414314e+39
54829.64000000013,5.744460169393928e+41,3.925392172572338e+39
